videoId,totalWords,totalUniqueWords,totalSentences,avgSyllPerSec,avgCEFRScore,readability,uncommonRatio,A1ratio,A2ratio,B1ratio,B2ratio,C1ratio,C2ratio,Nratio,difficulty
dUoQ_Y_CdIo,97,41,17,0.9216147039039774,1.9560975609756093,2.5937434720229557,14.634146341463412,60.00000000000001,18.04878048780488,6.341463414634147,5.853658536585366,1.4634146341463414,0.0,8.292682926829269,1
OdIz8VOcSyg,38,28,3,0.806183904775454,1.7571428571428571,2.3200523809523808,10.714285714285714,60.0,22.857142857142858,7.857142857142858,4.285714285714286,0.7142857142857143,0.0,4.285714285714286,1
xdxaGB0Tsp0,35,28,7,0.6899231037162071,2.1428571428571432,1.9397857142857144,10.714285714285714,48.57142857142857,22.142857142857142,13.571428571428571,6.42857142857143,0.7142857142857143,0.0,8.571428571428571,1
aA3Pp4VInKA,50,27,7,0.7094812494241225,1.8888888888888888,2.6935449735449737,14.814814814814811,68.8888888888889,7.4074074074074066,9.62962962962963,2.9629629629629632,2.2222222222222223,0.0,8.88888888888889,1
oXz8ixzWOp0,52,27,16,0.6959817158867929,1.7925925925925927,2.500459259259259,14.814814814814811,65.92592592592594,12.592592592592592,11.11111111111111,2.2222222222222223,2.9629629629629632,0.0,5.185185185185185,1
7oIqPvTVSr4,15,11,3,0.5782268673113896,1.2727272727272727,0.248,0.0,85.45454545454547,7.272727272727273,5.454545454545454,0.0,0.0,0.0,1.8181818181818183,1
p-rGgyl7PHQ,14,8,1,0.384098329172268,2.325,4.641900000000001,25.0,60.0,10.0,0.0,12.5,2.5,0.0,15.0,1
Cp5Vef3-F30,34,30,4,1.1902074654737231,1.8066666666666664,2.526933333333334,13.333333333333334,70.0,8.666666666666668,6.000000000000001,8.0,0.6666666666666667,0.0,6.666666666666667,1
aRRtl2f4RQ4,47,31,16,0.7854727480895706,2.1483870967741936,3.711183870967742,22.58064516129032,61.29032258064516,16.7741935483871,3.225806451612903,0.0,1.935483870967742,0.0,16.7741935483871,1
_CEGrPY8_b0,437,213,55,1.72376676097921,2.75962441314554,4.24893022620572,24.413145539906104,46.009389671361504,11.643192488262912,10.140845070422536,6.384976525821597,4.225352112676056,0.0,21.5962441314554,1
yu_yS5GYkog,467,238,78,1.670191910854313,2.5949579831932774,4.476669984917045,26.47058823529412,46.134453781512605,14.789915966386555,10.420168067226893,7.815126050420168,3.7815126050420167,0.0,17.058823529411764,1
sf2I-3NvKZY,1427,437,245,1.5877265877674045,2.9757437070938217,5.961732222481671,35.92677345537758,40.64073226544623,13.226544622425628,8.787185354691076,8.192219679633867,3.569794050343249,0.091533180778032,25.49199084668192,1
9rnQxyJ8VZo,411,210,65,1.4924138009753485,2.7495238095238093,5.201005567765568,30.952380952380956,44.47619047619048,14.761904761904765,8.285714285714285,7.142857142857142,4.476190476190476,0.0952380952380952,20.761904761904763,1
PNOOWlIJ79w,127,64,30,1.0032202492548972,2.209375,4.6509108333333335,28.125,61.875,9.375,6.5625,5.0,2.5,0.0,14.6875,1
0jxVXMoXqoU,63,50,7,1.526251526251526,2.752,6.7624,40.0,48.4,9.6,8.4,8.0,3.2,0.0,22.4,1
cl11lIVe8dk,94,68,13,1.97063900643131,2.614705882352941,5.699381447963802,33.82352941176471,47.647058823529406,13.529411764705882,9.705882352941176,6.176470588235294,4.705882352941177,0.0,18.23529411764706,1
TQ9aQKLmo8M,75,52,15,1.742108837511442,2.3576923076923078,5.106461538461539,30.76923076923077,61.15384615384616,6.923076923076923,6.153846153846154,5.0,2.3076923076923075,0.0,18.46153846153846,1
Ec-iw5Na-Iw,100,69,13,2.159792140305294,2.808695652173913,6.789074693422521,40.57971014492754,47.82608695652174,9.855072463768115,8.115942028985506,5.797101449275362,4.63768115942029,0.0,23.768115942028984,1
8BOKbUkf5Sw,589,312,124,1.486837118451357,2.5673076923076925,5.144670512820514,31.08974358974359,48.14102564102564,13.974358974358974,9.35897435897436,7.435897435897436,3.717948717948718,0.0641025641025641,17.307692307692307,1
kwlCVw9T4lM,283,141,77,1.646573951478831,2.499290780141844,4.549742912406743,27.659574468085108,52.4822695035461,11.48936170212766,8.226950354609928,7.234042553191489,2.5531914893617023,0.0,18.01418439716312,1
DutTQG6_4UM,282,164,55,1.571763408244865,2.578048780487805,5.06833711751663,30.48780487804878,50.0,12.804878048780488,8.78048780487805,6.219512195121951,2.1951219512195124,0.0,20.0,1
Qogiom_wtw0,255,169,56,1.6535181614959722,2.630769230769231,4.897454775993237,29.585798816568047,45.5621301775148,15.384615384615383,9.822485207100591,7.455621301775148,3.195266272189349,0.0,18.579881656804734,1
6K-aXRRuJ8A,268,138,61,1.6899400253813104,2.444927536231884,5.137987217866477,31.15942028985507,50.14492753623189,13.623188405797102,11.159420289855072,6.521739130434782,3.768115942028986,0.0,14.782608695652172,1
JZHrCashnNg,414,225,73,1.8835392736601664,2.416888888888889,4.632315372907155,27.55555555555556,51.28888888888889,14.48888888888889,9.6,6.4,2.311111111111112,0.0,15.91111111111111,1
YiWzqmGDlks,196,120,36,1.8376300954761375,2.51,4.349127777777778,25.833333333333336,52.66666666666667,12.000000000000002,7.5,6.166666666666667,2.833333333333333,0.0,18.833333333333336,1
q_jSw-7IKJo,212,137,44,1.4716853631933526,2.4671532846715327,4.733945321831453,28.46715328467153,53.86861313868613,12.408759124087592,7.007299270072992,5.255474452554744,2.773722627737226,0.0,18.68613138686132,1
G6NgH65fsy4,287,180,60,1.9254631808651743,2.437777777777778,5.149697777777778,31.11111111111111,48.888888888888886,14.22222222222222,12.11111111111111,7.555555555555555,3.4444444444444446,0.0,13.77777777777778,1
W3Egu8zU79s,537,249,90,1.744794053565176,2.462650602409638,5.305625381526105,31.72690763052209,49.31726907630522,14.297188755020082,10.68273092369478,7.309236947791165,3.2931726907630523,0.0803212851405622,15.02008032128514,1
QOUCll5e01g,276,126,59,1.847147441789385,1.979365079365079,3.615598547215496,21.428571428571427,59.04761904761905,16.666666666666664,8.253968253968253,6.507936507936507,2.380952380952381,0.0,7.142857142857142,1
Lv8RwlTlhTc,307,187,63,1.8629388634216184,2.38288770053476,3.703680196927256,21.92513368983957,50.6951871657754,14.117647058823527,10.802139037433154,7.700534759358289,3.9572192513368982,0.0,12.727272727272728,1
bP4YBk_89oU,360,185,48,1.7056808697067616,3.3578378378378373,8.395027027027028,50.810810810810814,39.13513513513514,9.62162162162162,6.378378378378378,4.4324324324324325,2.054054054054054,0.0,38.37837837837838,1
rwbmDuHmeQM,298,134,82,1.8066997756195429,2.4522388059701496,4.186671568984347,25.37313432835821,55.37313432835821,10.0,7.761194029850746,5.522388059701493,3.582089552238806,0.0,17.761194029850746,1
fHMG4lYG2to,290,147,46,2.065625206501335,2.6340136054421768,6.11310381543922,36.734693877551024,49.65986394557823,11.156462585034014,8.979591836734693,7.07482993197279,2.585034013605442,0.0,20.544217687074827,1
YNuh_wIJMa8,360,183,71,1.926821490844205,2.582513661202186,6.377667821134457,38.79781420765027,45.90163934426229,15.40983606557377,10.491803278688524,8.087431693989071,2.950819672131148,0.0,17.15846994535519,1
Gps2EJTWzxg,194,112,57,1.597032203746579,2.5392857142857137,3.9753318922305767,24.107142857142858,48.392857142857146,13.214285714285715,9.821428571428571,8.75,4.285714285714286,0.0,15.535714285714285,1
HieVpt747VU,427,155,71,1.7939115822331244,2.101935483870968,3.660040527033167,21.29032258064516,56.64516129032258,16.129032258064516,8.516129032258064,7.096774193548387,2.3225806451612905,0.0,9.290322580645162,1
JBkZ1ip-h-U,245,147,49,1.5287701044509696,2.8843537414965987,5.7261632653061225,34.69387755102041,45.03401360544218,11.020408163265303,7.482993197278912,7.755102040816326,4.35374149659864,0.0,24.35374149659864,1
rD4YM9Fs__M,398,213,72,1.8939421011179265,2.676056338028169,5.908168388106417,35.68075117370892,45.63380281690141,14.084507042253522,9.671361502347418,7.417840375586855,4.037558685446009,0.0,19.154929577464788,1
JjhXT_Bf3Og,358,165,73,1.9402667607402069,2.112727272727273,3.4969408053134083,20.60606060606061,58.42424242424242,13.93939393939394,8.848484848484848,5.575757575757575,3.151515151515152,0.0,10.060606060606062,1
_y7K8q5lB4U,106,77,33,1.2197289132296163,2.52987012987013,3.2352952380952384,19.480519480519483,53.24675324675325,11.428571428571429,6.493506493506493,6.233766233766234,3.116883116883117,0.0,19.480519480519483,1
hBbd4S6xa4o,347,161,78,2.003606089839371,2.4385093167701863,3.653265105908584,21.73913043478261,49.81366459627329,14.409937888198757,10.683229813664596,7.080745341614906,3.229813664596273,0.0,14.782608695652174,1
BNIh9S7jKec,177,94,39,1.4793281839307617,2.5531914893617023,4.760533224222587,28.723404255319156,54.46808510638298,10.425531914893618,5.744680851063831,4.468085106382979,4.468085106382979,0.0,20.42553191489361,1
9KXf4qajAYQ,236,139,42,1.3782140541243768,2.670503597122302,4.141006920178143,24.46043165467626,48.63309352517985,11.366906474820144,9.20863309352518,6.474820143884892,3.7410071942446046,0.0,20.575539568345324,1
7n2QocSM9LE,385,193,96,1.9427537423918395,2.299481865284974,3.635082469775475,21.76165803108808,54.92227979274611,13.8860103626943,9.637305699481866,4.352331606217617,2.2797927461139897,0.0,14.922279792746115,1
kfhjyr07gYk,530,239,85,1.9530073300532185,2.573221757322176,5.000023726310608,29.707112970711297,48.53556485355649,14.058577405857742,8.702928870292888,7.196652719665271,3.2635983263598325,0.0,18.242677824267783,1
vOaugsz3l0k,269,134,77,1.770557634388975,2.282089552238806,4.415367474316729,26.86567164179105,57.16417910447761,11.343283582089551,9.55223880597015,4.477611940298507,2.985074626865672,0.0,14.477611940298509,1
T20verA-0Zc,205,106,51,1.651046472102171,2.2660377358490567,2.731731039585646,16.037735849056602,57.73584905660377,12.075471698113208,7.735849056603773,5.283018867924528,2.641509433962264,0.0,14.528301886792452,1
afjREglEsas,222,127,49,1.6272611594102382,2.3700787401574805,4.451962461835128,26.77165354330709,54.80314960629921,12.125984251968504,7.086614173228346,8.503937007874015,2.204724409448819,0.0,15.2755905511811,1
88bGTF1_fRA,301,118,97,1.7706849386902517,2.0322033898305087,4.168320181722874,25.42372881355932,61.1864406779661,13.898305084745765,6.779661016949152,6.271186440677965,2.3728813559322037,0.1694915254237288,9.322033898305085,1
zdzOkiYn-ac,191,115,43,1.6541628765021812,2.6017391304347823,5.300577148634985,32.17391304347826,52.17391304347826,10.434782608695652,9.217391304347826,2.9565217391304346,3.6521739130434794,0.0,21.565217391304348,1
rWgMirS9CD4,282,143,49,1.6597717279612765,2.121678321678321,3.266781732553161,18.88111888111888,54.12587412587413,18.181818181818183,10.20979020979021,5.874125874125875,2.097902097902098,0.0,9.51048951048951,1
VGst8vC7k6s,234,114,42,1.1625492275629845,2.4438596491228077,4.29309724310777,25.438596491228072,52.63157894736842,11.052631578947368,7.5438596491228065,10.701754385964913,4.2105263157894735,0.0,13.85964912280702,1
tzpuFI61mKA,185,122,31,1.0747954871996552,2.472131147540984,4.955344262295083,29.508196721311474,50.65573770491804,13.442622950819672,10.98360655737705,4.754098360655737,3.278688524590164,0.0,16.885245901639344,1
OuHTU8T38ys,416,223,62,1.607315891472868,2.396412556053812,5.289302242152467,31.390134529147986,51.47982062780269,14.52914798206278,9.68609865470852,6.726457399103139,2.3318385650224216,0.0,15.246636771300448,1
xd-veKGoUFA,259,129,34,1.330965194592453,2.396899224806201,3.927525216598268,22.48062015503876,49.30232558139535,17.519379844961243,9.147286821705428,6.511627906976744,3.255813953488372,0.0,14.263565891472869,1
iVWvyWU_d7Y,311,174,50,1.7902828181340324,2.220689655172414,3.8476499310344834,22.41379310344828,55.977011494252885,13.218390804597702,9.540229885057473,6.666666666666667,3.218390804597701,0.1149425287356321,11.264367816091957,1
HNzmZvYfS7U,267,151,55,1.4572929622960251,2.6543046357615894,4.737275520770621,28.47682119205298,49.93377483443709,10.596026490066226,8.211920529801326,7.28476821192053,3.3112582781456954,0.0,20.662251655629134,1
JcNCrrO59Rk,435,227,62,1.9114475409142824,2.391189427312775,5.1476035242290745,30.396475770925107,52.77533039647577,13.215859030837004,9.955947136563877,5.462555066079295,3.3480176211453743,0.0,15.24229074889868,1
rUgw15AXLhk,430,184,85,1.7905285704495708,2.0228260869565218,4.198417647058824,25.0,59.45652173913045,14.347826086956522,9.782608695652174,5.869565217391305,1.956521739130435,0.0,8.58695652173913,1
-sTV5-q02xY,356,180,69,1.9462687628307092,2.174444444444444,4.1156850241545895,24.444444444444443,59.55555555555557,12.333333333333332,7.444444444444445,5.444444444444445,2.2222222222222223,0.0,13.0,1
0_-MD5v4z2w,502,240,88,1.722157728878224,2.6766666666666667,5.217320454545455,31.25,46.58333333333333,11.75,10.5,8.666666666666668,3.583333333333333,0.0,18.916666666666664,1
xbe_Xzy8-PE,188,101,47,1.3047915249295363,2.1683168316831685,3.3251326732673268,19.8019801980198,63.366336633663366,10.495049504950495,4.752475247524752,3.762376237623762,2.5742574257425743,0.0,15.049504950495049,1
DrqufuL6eD8,358,211,58,1.8664846518732787,2.433175355450237,4.721364994280111,27.96208530805687,49.95260663507109,14.123222748815166,10.52132701421801,7.488151658767774,3.886255924170616,0.0,14.028436018957349,1
Fm5b-8WYJis,202,120,31,1.432231208318029,2.3466666666666667,4.402283333333334,25.833333333333336,57.99999999999999,10.833333333333334,5.666666666666666,5.833333333333333,3.333333333333333,0.0,16.333333333333336,1
oY321NVSr-4,448,245,68,2.016117549904604,2.62530612244898,5.160449939975991,30.612244897959183,45.224489795918366,14.857142857142858,10.36734693877551,8.571428571428571,3.673469387755103,0.0,17.30612244897959,1
wkCCVgzhDVA,189,105,27,1.2782804619012689,2.363809523809524,4.858628571428572,28.57142857142857,52.57142857142857,12.95238095238095,10.857142857142858,6.285714285714285,3.8095238095238098,0.0,13.523809523809524,1
UFGFs4LABX0,209,148,41,1.1497712609532074,2.754054054054054,5.800676862228083,35.13513513513514,45.40540540540541,10.675675675675675,11.486486486486488,8.64864864864865,3.108108108108108,0.0,20.67567567567568,1
2TWNHc7h3mo,282,168,48,1.4976148127719664,2.2297619047619053,3.674971428571428,21.428571428571427,56.07142857142857,13.571428571428571,10.0,5.0,2.380952380952381,0.0,12.976190476190478,1
4neYWrrTQsI,372,190,59,1.818770353864395,2.542105263157895,5.797679571810884,34.73684210526316,48.94736842105264,14.210526315789473,9.684210526315788,6.526315789473684,2.1052631578947367,0.0,18.526315789473685,1
TItqLXeq_xY,326,170,76,1.1248386986562386,2.5976470588235294,4.299581424148608,25.882352941176475,47.52941176470589,14.705882352941178,8.823529411764707,7.1764705882352935,2.941176470588235,0.0,18.823529411764707,1
0-EAbRitv_Q,464,255,61,1.8267073633931672,2.497254901960784,4.711795049823208,27.450980392156865,48.7843137254902,13.803921568627452,10.117647058823527,8.627450980392156,3.5294117647058822,0.0,15.137254901960784,1
fF4fYSIb8cI,486,252,77,1.955732521372528,2.573809523809524,5.764369264069265,34.523809523809526,46.42857142857143,14.365079365079367,11.34920634920635,7.936507936507936,3.095238095238095,0.0793650793650793,16.746031746031747,1
zJCVVCUgAI4,389,178,85,1.423935617860852,2.225842696629213,4.1301390085922005,24.719101123595504,56.74157303370787,12.808988764044942,9.325842696629216,6.2921348314606735,1.9101123595505616,0.0,12.921348314606742,1
xerrjjAyZs8,220,121,42,1.1443956981385006,2.7537190082644627,5.479644234553327,33.057851239669425,50.082644628099175,10.24793388429752,6.446280991735537,5.785123966942149,2.31404958677686,0.0,25.123966942148755,1
hjHH0jN7ZeU,324,178,65,1.334687150509153,2.8168539325842694,6.456787484874677,39.325842696629216,46.40449438202247,11.123595505617978,8.202247191011235,7.303370786516854,2.584269662921348,0.0,24.382022471910112,1
rSQyPhSyGA8,390,186,50,1.8373909049150208,2.427956989247312,5.310643440860216,31.18279569892473,52.1505376344086,12.903225806451612,9.354838709677418,6.989247311827956,2.795698924731183,0.0,15.806451612903224,1
9qyWdPRkE6s,262,164,38,1.65718954863005,2.5841463414634145,6.3113691912708605,37.80487804878049,44.14634146341464,16.70731707317073,9.51219512195122,10.0,5.487804878048781,0.0,14.146341463414632,1
FFiKFwUTvX4,180,123,34,0.9190685544101472,2.4861788617886176,4.370555714968915,26.01626016260163,47.64227642276423,16.422764227642276,9.430894308943088,7.967479674796748,3.252032520325204,0.0,15.284552845528458,1
LN0IC5OcTeo,216,133,29,1.1667143021683395,2.583458646616541,4.99958485869847,29.32330827067669,47.368421052631575,14.436090225563907,10.225563909774436,5.864661654135339,4.661654135338346,0.0,17.44360902255639,1
N6xtoev7nPU,463,251,69,1.3727504605356389,2.321115537848605,4.862225578844045,28.68525896414343,53.54581673306773,14.820717131474105,8.764940239043826,6.215139442231076,2.1513944223107573,0.0,14.50199203187251,1
NHU8KLrCMEA,355,192,66,1.5723378634095997,2.4104166666666664,4.461006628787879,26.5625,52.29166666666667,13.333333333333334,8.541666666666666,7.604166666666666,3.333333333333333,0.0,14.895833333333334,1
d6XHuE32tq0,243,155,44,1.2592699110499392,2.889032258064516,5.774959530791788,34.83870967741935,45.29032258064517,11.483870967741936,7.741935483870968,5.67741935483871,4.129032258064516,0.0,25.677419354838708,1
DPJM_5c4J_g,307,183,62,1.666490717420483,2.4459016393442625,5.508933333333332,33.33333333333333,49.8360655737705,14.6448087431694,9.836065573770492,7.103825136612022,3.934426229508197,0.0,14.6448087431694,1
UOiCCI9v5uU,514,204,77,2.014078998826749,2.4137254901960783,5.5944294372294365,33.33333333333333,51.27450980392156,13.431372549019608,10.49019607843137,6.666666666666667,3.725490196078432,0.0,14.411764705882351,1
1k9l9phw7aI,303,193,64,1.3681203203011103,2.723316062176166,4.980006347150259,30.05181347150259,44.87046632124352,13.575129533678757,10.362694300518134,7.046632124352331,3.83419689119171,0.0,20.310880829015545,1
ESfMpo9ozrk,270,169,45,1.229290690793546,2.3952662721893487,4.408605917159764,26.035502958579883,52.54437869822485,12.89940828402367,8.402366863905325,8.875739644970414,3.195266272189349,0.0,14.082840236686392,1
t31RKQC3dJs,83,73,16,2.073292226500444,2.315068493150685,5.881135616438356,35.61643835616438,51.78082191780822,15.890410958904107,10.410958904109588,6.027397260273973,2.73972602739726,0.0,13.150684931506849,1
jcj7rVWPy-s,221,108,50,0.9045625772141292,2.4166666666666665,4.605343111111112,27.77777777777778,52.96296296296297,12.407407407407408,10.37037037037037,4.814814814814815,3.148148148148148,0.0,16.296296296296298,1
RNWWnjvZJIM,593,256,92,2.0412713631144146,2.32109375,4.205524660326088,24.609375,51.24999999999999,15.625,11.015625,6.5625,2.96875,0.0,12.578125000000002,1
toTwGkBdZCs,245,157,52,1.0958311613066696,2.862420382165605,5.16178147966683,31.210191082802545,44.3312101910828,11.847133757961783,9.044585987261144,7.770700636942675,2.0382165605095546,0.0,24.96815286624204,1
xTjXSNmbs2M,435,217,79,1.526304604030217,2.539170506912442,5.730487195940034,34.56221198156682,50.78341013824885,13.27188940092166,7.0046082949308754,7.373271889400922,3.317972350230415,0.0,18.24884792626728,1
1hv6YSS_aiY,282,151,61,1.209988070977683,2.6119205298013246,5.144066572576268,31.125827814569533,50.198675496688736,10.86092715231788,9.536423841059603,7.019867549668874,1.7218543046357615,0.0,20.662251655629134,1
RB3qUTagl7o,167,118,31,0.971089725513248,2.4762711864406777,4.415420338983052,26.27118644067797,47.79661016949153,14.576271186440678,12.203389830508476,7.288135593220339,3.898305084745762,0.0,14.23728813559322,1
fPFQwRCKtOQ,273,148,52,1.2483448668919996,2.4905405405405405,4.6346567567567565,27.7027027027027,54.32432432432432,10.81081081081081,6.486486486486487,6.621621621621622,3.3783783783783785,0.0,18.378378378378372,1
FI_vUXmeOTc,333,160,62,1.4988868202116992,2.6325000000000003,5.595525,33.75,46.62499999999999,12.0,10.375,10.375,3.75,0.0,16.875,1
30nju7fzOgY,91,66,13,0.5847515168502675,2.2333333333333334,2.7396242424242425,15.151515151515152,55.15151515151515,12.424242424242424,13.636363636363637,3.93939393939394,2.4242424242424243,0.0,12.424242424242424,1
sa2C689BRSs,285,165,47,1.3658698449506226,2.730909090909091,4.798523533204384,28.484848484848484,47.39393939393939,11.15151515151515,8.606060606060606,8.0,3.5151515151515147,0.0,21.333333333333336,1
HdnJE5S3oNI,253,144,66,1.2901305988046226,2.504166666666667,3.589369444444445,21.52777777777778,50.41666666666666,12.083333333333332,10.0,8.055555555555555,3.055555555555556,0.0,16.38888888888889,1
5WLbXo__KlA,423,210,76,1.709391536949785,2.336190476190476,4.4867298245614045,26.666666666666668,52.28571428571428,15.23809523809524,8.857142857142858,6.666666666666667,4.095238095238095,0.0,12.857142857142856,1
rSHxcmeJtBI,253,162,57,1.0074380641813323,3.0481481481481483,6.750586484730345,41.358024691358025,39.50617283950617,13.08641975308642,9.506172839506172,6.049382716049383,4.6913580246913575,0.0,27.160493827160494,1
KPs0rJKzZCg,258,147,40,1.3427792665712908,2.638095238095238,5.690668299319728,34.01360544217687,46.93877551020408,14.421768707482991,8.435374149659864,7.346938775510205,3.809523809523809,0.0,19.047619047619047,1
0W1P6iVe2ts,568,275,60,2.372416569178712,2.704,7.072637575757576,41.81818181818181,42.10909090909091,14.690909090909091,11.70909090909091,9.818181818181818,5.527272727272727,0.1454545454545454,16.0,1
la9yH6X8wDg,156,95,24,0.9668466771533628,2.713684210526316,5.308715789473684,31.57894736842105,46.10526315789473,13.052631578947368,8.842105263157896,8.0,3.3684210526315788,0.0,20.631578947368425,1
0_Eezov7oQw,346,178,87,1.5348561636060258,2.482022471910112,5.253608084721684,32.02247191011236,50.44943820224719,13.820224719101123,7.752808988764046,8.764044943820224,3.48314606741573,0.0,15.730337078651685,1
kDx7E3WanJ4,319,185,64,1.3414359942304492,2.629189189189189,5.368306081081082,32.432432432432435,49.2972972972973,12.0,9.405405405405403,5.72972972972973,2.918918918918919,0.0,20.648648648648653,1
0hZGpUywxoM,462,227,48,2.207790721064449,2.656387665198237,6.320395594713657,37.00440528634361,43.25991189427313,15.50660792951542,11.718061674008812,8.193832599118943,4.493392070484581,0.0,16.82819383259912,1
0YgkD_TZRtw,244,157,33,1.2555089670711532,2.973248407643312,6.702854043620923,40.12738853503185,41.65605095541402,12.35668789808917,8.535031847133759,7.13375796178344,5.095541401273886,0.0,25.22292993630573,1
o-TzvfU-DVg,381,182,77,1.4206463353782035,2.5043956043956044,5.537676123876124,33.51648351648351,52.19780219780221,11.868131868131869,7.802197802197802,6.813186813186814,4.065934065934066,0.0,17.252747252747252,1
G7TcYs0cGt4,325,127,54,1.177525378770663,2.1118110236220478,3.158124817731117,18.11023622047244,59.5275590551181,11.653543307086617,10.236220472440944,5.669291338582677,2.519685039370079,0.0,10.393700787401574,1
mXJ5xBOH-1g,404,216,52,2.0291749606346,2.4953703703703707,5.867992735042735,34.72222222222222,48.333333333333336,13.61111111111111,12.314814814814817,7.12962962962963,3.148148148148148,0.0,15.462962962962962,1
pCaXVZ0bT3o,267,170,54,1.1071286340103546,2.671764705882353,5.539538562091503,33.52941176470588,47.294117647058826,13.176470588235292,9.411764705882351,6.0,3.4117647058823533,0.0,20.70588235294118,1
uQ_7YoiMX4k,306,174,62,1.222089227877042,2.3689655172413797,5.054397701149425,30.45977011494253,55.74712643678161,11.03448275862069,8.505747126436782,5.6321839080459775,3.4482758620689653,0.0,15.632183908045976,1
x9ec7QZ95SA,80,59,14,1.870461030471337,2.4881355932203397,4.8330895883777245,28.8135593220339,51.1864406779661,11.52542372881356,9.491525423728811,8.135593220338983,4.406779661016949,0.0,15.254237288135592,1
LHEVe56gT0Q,1595,614,203,1.5484513738931864,3.031596091205212,6.921733829688228,41.36807817589577,35.8957654723127,14.201954397394138,12.50814332247557,9.64169381107492,3.7459283387622153,0.0325732899022801,23.973941368078176,1
tOiW_S5rdOs,1515,574,140,1.6591619112232123,3.167247386759582,7.386411846689896,43.37979094076655,33.79790940766551,13.797909407665507,12.125435540069686,9.024390243902438,4.668989547038327,0.0,26.585365853658537,1
gUBt_fu5iJM,869,342,157,1.5981644581977827,3.0695906432748536,7.061467404179238,42.98245614035088,36.60818713450292,13.9766081871345,10.116959064327483,9.415204678362574,4.912280701754386,0.0584795321637426,24.912280701754387,1
sMtNpR2CNDA,1590,578,215,1.65820508847724,3.0955017301038064,7.114439060111049,42.733564013840834,34.94809688581315,14.394463667820071,12.249134948096884,8.408304498269896,4.567474048442906,0.1038062283737024,25.32871972318339,1
9VqxpkWv1kE,809,357,96,1.4730747553414971,2.9719887955182074,7.052437114845938,42.01680672268908,37.47899159663866,13.333333333333334,12.773109243697478,9.859943977591035,4.033613445378151,0.0560224089635854,22.46498599439776,1
yqylArq6i8o,606,298,85,1.4431229764289917,2.9234899328859063,6.659021508093171,39.93288590604027,42.751677852349,11.879194630872483,9.664429530201344,7.114093959731544,3.1543624161073827,0.0,25.436241610738254,1
