videoId,totalWords,totalUniqueWords,totalSentences,avgSyllPerSec,avgCEFRScore,readability,uncommonRatio,A1ratio,A2ratio,B1ratio,B2ratio,C1ratio,C2ratio,Nratio
t-_VPRCtiUg,1631,713,147,2.1610509711916808,3.4171107994389907,9.120772617377948,54.27769985974754,25.666199158485277,14.642356241234221,13.548387096774192,12.17391304347826,6.395511921458626,0.16830294530154277,27.405329593267886
j5v8D-alAKE,1433,701,121,2.116017068308275,3.274750356633381,8.876598446139518,52.49643366619116,27.960057061340944,15.035663338088446,14.065620542082739,12.09700427960057,6.191155492154065,0.11412268188302425,24.53637660485021
gMlf1ELvRzc,1560,528,145,2.1260295565793337,3.224242424242424,8.368816980146292,49.621212121212125,30.9469696969697,14.84848484848485,12.5,10.265151515151516,5.416666666666667,0.03787878787878788,25.984848484848484
058hRtaCWC0,877,437,100,2.3450575398627342,3.2045766590389015,8.167394745995423,48.970251716247134,31.395881006864983,14.324942791762012,12.906178489702516,10.389016018306636,5.7665903890160175,0.09153318077803205,25.125858123569795
Grv1RJkdyqI,1051,470,102,2.263124499213701,2.991489361702128,8.00292557363371,47.4468085106383,34.04255319148936,15.914893617021274,13.319148936170214,11.361702127659575,4.297872340425532,0.0,21.06382978723404
0dqX3NjwaQs,946,490,111,2.078889800838624,2.994285714285714,7.47988038242324,44.69387755102041,35.38775510204082,15.10204081632653,12.285714285714286,11.10204081632653,4.163265306122449,0.04081632653061225,21.918367346938776
dBap_Lp-0oc,1249,563,121,2.0207281397518586,3.142451154529307,8.280778961584193,49.200710479573715,31.261101243339258,15.701598579040855,12.646536412078152,11.509769094138543,5.683836589698046,0.07104795737122559,23.126110124333923
4Wrc4fHSCpw,1490,633,146,2.1155862711136835,3.179778830963665,8.288940595987796,49.28909952606635,29.225908372827803,15.608214849921008,14.249605055292259,12.669826224328595,5.371248025276461,0.0947867298578199,22.78041074249605
pTn6Ewhb27k,1566,499,153,2.1891872297708113,3.022444889779559,7.785626500058942,46.09218436873748,32.34468937875752,17.274549098196392,13.186372745490981,11.022044088176353,5.330661322645291,0.16032064128256512,20.681362725450903
9DrBQg_n2Uo,946,384,97,2.180559271689128,3.1458333333333335,8.173128876718215,48.69791666666667,30.572916666666668,16.5625,13.125,11.25,4.427083333333334,0.20833333333333334,23.854166666666664
ljoeOLuX6Z4,1137,500,87,2.2105572596668344,3.3608,9.395880689655174,55.400000000000006,27.639999999999997,14.64,12.4,11.72,6.5200000000000005,0.16,26.919999999999998
XRr1kaXKBsU,1281,467,131,2.0815820621971746,3.0685224839400425,7.754505928698694,46.03854389721627,32.29122055674519,16.3169164882227,12.805139186295502,11.5203426124197,4.967880085653105,0.08565310492505354,22.012847965738757
48sCx-wBs34,1538,621,146,2.0690640697357465,3.412238325281804,8.913319886175636,53.14009661835749,26.634460547504023,14.524959742351049,13.333333333333334,10.950080515297907,5.603864734299516,0.12882447665056362,28.824476650563607
7pSqk-XV2QM,1140,632,98,2.2837326607818413,3.4623417721518983,9.471346680444329,56.32911392405063,23.037974683544302,15.60126582278481,15.031645569620252,12.943037974683543,5.189873417721518,0.12658227848101267,28.069620253164558
3LopI4YeC4I,1097,568,89,2.512285351443874,3.033450704225352,8.50636179775281,50.0,31.83098591549296,16.76056338028169,14.049295774647888,11.408450704225352,5.492957746478873,0.14084507042253522,20.316901408450704
jn5M48MVWyg,1290,582,121,2.076156470742548,3.2388316151202745,8.125356962312914,48.10996563573883,28.281786941580755,16.254295532646047,13.333333333333334,12.164948453608247,5.360824742268041,0.10309278350515465,24.501718213058417
Kp_kqamkYpw,1077,497,89,2.0986752001294056,3.1991951710261572,8.479330418465851,49.899396378269614,30.100603621730382,15.653923541247483,12.676056338028168,11.790744466800804,5.352112676056339,0.08048289738430585,24.346076458752517
m85qDk849_o,186,116,23,1.906012029453281,2.6068965517241383,5.709819940029985,33.62068965517241,45.0,15.17241379310345,11.724137931034482,7.413793103448276,3.620689655172414,0.1724137931034483,16.896551724137932
5zI9sG3pjVU,1501,623,146,2.08388526531642,3.3046548956661317,8.062769858616065,47.8330658105939,26.356340288924557,15.248796147672552,15.184590690208665,12.776886035313002,5.6500802568218305,0.1926163723916533,24.590690208667734
kTXTPe3wahc,1660,608,173,2.428421575986008,3.350657894736842,9.513628004259202,57.23684210526315,26.710526315789473,15.230263157894736,13.421052631578947,12.36842105263158,5.460526315789474,0.09868421052631579,26.710526315789473
