videoId,totalWords,totalUniqueWords,totalSentences,avgSyllPerSec,avgCEFRScore,avgWordCEFR,avgFreqCEFR,readability,avgSentenceLength,uncommonRatio,totalEasyRatio,totalMiddleRatio,totalHardRatio,wordEasyRatio,wordMiddleRatio,wordHardRatio,FreqEasyRatio,FreqMiddleRatio,FreqHardRatio,channelId
5g6ywMlJL8w,714,270,136,1.1487007246787204,2.619259259259259,2.518518518518518,2.6864197530864202,5.582214814814815,5.25,33.7037037037037,59.925925925925924,18.59259259259259,21.48148148148148,67.03703703703704,9.814814814814813,23.14814814814815,55.18518518518518,24.444444444444443,20.37037037037037,UCAo41QETLlwvJ-oqjmEPt8A
46ohuB8aq7Q,1486,567,131,2.0232791628968774,3.4148148148148154,3.1984126984126986,3.559082892416226,8.582955628256393,11.34351145038168,50.79365079365079,42.151675485008816,21.97530864197531,35.87301587301587,49.55908289241623,17.019400352733687,33.42151675485009,37.213403880070544,25.279247501469726,37.50734861845973,UCAo41QETLlwvJ-oqjmEPt8A
0_VN7QraHnI,1164,466,156,1.5715664545158743,3.2218884120171674,3.0311158798283264,3.3490701001430616,7.2146845823704195,7.461538461538462,43.34763948497854,47.55364806866953,19.356223175965667,33.0901287553648,55.472103004291846,12.124463519313304,32.403433476394845,42.27467811158798,24.177396280400572,33.54792560801145,UCAo41QETLlwvJ-oqjmEPt8A
GLEjHFniYms,729,362,119,1.298379810132066,2.9906077348066296,2.779005524861878,3.1316758747697975,6.759432211337574,6.126050420168068,40.88397790055249,52.15469613259668,19.337016574585636,28.50828729281768,60.773480662983424,12.016574585635361,27.209944751381215,46.408839779005525,24.217311233885823,29.373848987108655,UCAo41QETLlwvJ-oqjmEPt8A
IBzcEf6pOE4,695,301,128,0.9855121741301727,2.753488372093023,2.676079734219269,2.8050941306755264,5.724993563122923,5.4296875,34.55149501661129,59.06976744186046,14.61794019933555,26.312292358803987,63.12292358803987,9.634551495016613,27.242524916943523,56.36766334440753,17.940199335548172,25.692137320044292,UCAo41QETLlwvJ-oqjmEPt8A
UnHGW_rrEss,1049,433,119,1.7243554915012806,2.9810623556581985,2.7217090069284064,3.1539645881447265,6.964736025772896,8.815126050420169,41.339491916859124,51.270207852194,21.38568129330254,27.344110854503466,59.69976905311778,16.05080831408776,24.249422632794456,45.650500384911474,24.94226327944573,29.407236335642807,UCAo41QETLlwvJ-oqjmEPt8A
pWeeV-IiJhk,934,417,129,1.5849512813260795,2.831654676258993,2.6211031175059953,2.9720223820943246,6.114706909820981,7.24031007751938,36.45083932853717,55.63549160671463,19.520383693045567,24.84412470023981,63.429256594724215,12.470023980815348,24.100719424460433,50.4396482813749,24.220623501199043,25.339728217426064,UCAo41QETLlwvJ-oqjmEPt8A
XE3i87-vInc,1091,443,107,1.691008236537284,3.1191873589164785,2.9063205417607225,3.2610985703536493,7.277969342418937,10.19626168224299,42.88939051918736,49.61625282167043,19.59367945823928,30.790067720090295,57.223476297968396,13.99548532731377,28.781038374717834,44.544770504138455,23.32580887885628,32.129420617005266,UCAo41QETLlwvJ-oqjmEPt8A
-weCNwmLtmU,1114,451,124,1.625617259925995,2.8363636363636364,2.61529933481153,2.983739837398374,6.11739600886918,8.983870967741936,35.92017738359202,55.29933481152993,20.17738359201774,24.52328159645233,63.192904656319286,14.190687361419068,22.61640798226164,50.03695491500369,24.168514412416854,25.79453067257945,UCAo41QETLlwvJ-oqjmEPt8A
UmkyTCJ6QaQ,555,208,117,0.9921209282251826,2.380769230769231,2.201923076923077,2.5,4.790089743589744,4.743589743589744,28.846153846153843,65.67307692307692,17.115384615384617,17.21153846153846,73.5576923076923,10.33653846153846,16.10576923076923,60.416666666666664,21.634615384615387,17.94871794871795,UCAo41QETLlwvJ-oqjmEPt8A
61t-HTw5ZGY,732,328,125,1.2778463269492508,2.8256097560975606,2.6859756097560976,2.9186991869918697,6.259847843902439,5.856,37.80487804878049,55.54878048780487,19.20731707317073,25.24390243902439,61.890243902439025,12.957317073170731,25.152439024390244,51.32113821138211,23.373983739837396,25.30487804878049,UCAo41QETLlwvJ-oqjmEPt8A
aRF1PITu1As,957,419,138,1.4816894704538905,3.047255369928401,2.805489260143198,3.2084327764518696,7.014203880875792,6.934782608695652,42.243436754176614,51.31264916467781,18.424821002386636,30.26252983293556,59.069212410501194,13.007159904534607,27.9236276849642,46.14160700079554,22.03659506762132,31.821797931583134,UCAo41QETLlwvJ-oqjmEPt8A
6RV7URLjqB4,927,351,101,1.460807704075092,2.7333333333333334,2.452991452991453,2.9202279202279207,6.0784589771797695,9.178217821782178,35.61253561253561,56.980056980056986,20.227920227920226,22.79202279202279,66.80911680911682,13.675213675213676,19.515669515669515,50.427350427350426,24.596391263057928,24.976258309591643,UCAo41QETLlwvJ-oqjmEPt8A
kSAlbA7P5L4,1290,499,239,1.6896745888160132,2.9054108216432866,2.688376753507014,3.0501002004008018,7.102665380971147,5.397489539748954,43.28657314629258,53.06613226452905,21.322645290581164,25.61122244488978,61.42284569138276,14.72945891783567,23.847695390781563,47.494989979959925,25.71810287241149,26.78690714762859,UCAo41QETLlwvJ-oqjmEPt8A
rqWH06aqA04,915,372,112,1.4136003231086463,2.6483870967741936,2.4086021505376345,2.8082437275985668,5.58365514592934,8.169642857142858,32.795698924731184,59.83870967741936,18.763440860215056,21.397849462365592,69.08602150537635,11.4247311827957,19.489247311827956,53.67383512544802,23.655913978494624,22.67025089605735,UCAo41QETLlwvJ-oqjmEPt8A
06SXX-rFVyo,1014,430,112,1.6107658445339814,2.9576744186046513,2.6732558139534883,3.147286821705426,6.654894352159469,9.053571428571429,39.30232558139535,51.06976744186047,22.88372093023256,26.04651162790698,60.348837209302324,17.558139534883722,22.093023255813954,44.883720930232556,26.434108527131784,28.68217054263566,UCAo41QETLlwvJ-oqjmEPt8A
T4IxsMN2dP8,1243,525,186,1.7666550204560048,2.966095238095238,2.741904761904762,3.1155555555555554,6.587314285714286,6.682795698924731,39.61904761904762,52.076190476190476,20.87619047619048,27.047619047619044,60.95238095238095,14.0,25.047619047619047,46.15873015873016,25.460317460317462,28.38095238095238,UCAo41QETLlwvJ-oqjmEPt8A
DcQxREDFkEo,885,377,124,1.2763016410800934,2.9267904509283817,2.6949602122015914,3.0813439434129086,5.547527851458887,7.137096774193548,32.891246684350136,54.05835543766578,17.984084880636605,27.957559681697614,63.129973474801055,10.477453580901855,26.392572944297083,48.0106100795756,22.988505747126435,29.00088417329797,UCAo41QETLlwvJ-oqjmEPt8A
JR6vtPhlfag,834,363,121,1.311368590461278,2.8743801652892564,2.6418732782369148,3.029384756657484,6.3446809917355385,6.892561983471074,38.01652892561984,55.647382920110196,17.134986225895318,27.21763085399449,63.91184573002754,11.432506887052341,24.655647382920108,50.137741046831955,20.9366391184573,28.925619834710744,UCAo41QETLlwvJ-oqjmEPt8A
fy_XUWM4MmQ,839,359,104,1.47330028324334,2.7454038997214485,2.541782729805014,2.881151346332405,5.7221161774158995,8.067307692307692,33.70473537604457,58.105849582172695,17.66016713091922,24.233983286908078,65.32033426183844,11.699164345403899,22.98050139275766,53.29619312906221,21.634168987929435,25.069637883008358,UCAo41QETLlwvJ-oqjmEPt8A
KZlv3Eqqd1Q,648,289,75,1.341800745294566,2.665051903114187,2.3633217993079585,2.8662053056516723,6.110758532871973,8.64,35.98615916955018,57.71626297577855,21.73010380622837,20.55363321799308,68.16608996539793,14.186851211072664,17.647058823529413,50.74971164936563,26.758938869665513,22.491349480968857,UCAo41QETLlwvJ-oqjmEPt8A
b5x5jszIVqw,458,215,70,0.8745436537642091,2.5776744186046505,2.4232558139534883,2.68062015503876,4.877921063122924,6.542857142857143,28.837209302325583,63.53488372093023,14.88372093023256,21.581395348837212,68.83720930232558,9.767441860465116,21.395348837209305,60.0,18.29457364341085,21.705426356589147,UCAo41QETLlwvJ-oqjmEPt8A
7YGtjLLPdfM,1414,457,175,1.7711732138314806,2.87746170678337,2.6564551422319473,3.0247994164843184,6.585472595185997,8.08,39.16849015317287,54.00437636761488,21.050328227571114,24.945295404814004,62.58205689277899,13.566739606126914,23.85120350109409,48.285922684172135,26.039387308533914,25.674690007293947,UCAo41QETLlwvJ-oqjmEPt8A
jcbDQIImRkY,580,264,101,1.133273054889053,2.7234848484848486,2.558712121212121,2.8333333333333335,6.146271077107712,5.742574257425742,37.121212121212125,58.40909090909091,18.030303030303028,23.56060606060606,65.15151515151516,11.363636363636363,23.484848484848484,53.91414141414141,22.474747474747474,23.61111111111111,UCAo41QETLlwvJ-oqjmEPt8A
tIQzptoMGgU,988,437,84,1.6253683451640422,3.079633867276888,2.836384439359268,3.2418001525553013,7.520873313719081,11.761904761904763,43.93592677345538,49.016018306636155,22.334096109839816,28.649885583524025,57.09382151029748,17.276887871853546,25.62929061784897,43.630816170861934,25.70556826849733,30.66361556064073,UCAo41QETLlwvJ-oqjmEPt8A
RcQjvX3Z3oY,786,409,91,1.1362689034812337,2.9540342298288507,2.765281173594132,3.0798696006519966,6.991493871409765,8.637362637362637,41.56479217603912,53.59413202933985,18.337408312958434,28.068459657701716,61.12469437652811,12.836185819070906,26.039119804400976,48.57375713121434,22.00488997555012,29.421352893235532,UCAo41QETLlwvJ-oqjmEPt8A
Xs-KjZ0scAk,1233,494,109,1.6535827995572179,3.103643724696356,2.8097165991902835,3.299595141700405,7.305383300523715,11.311926605504587,42.71255060728745,48.38056680161943,22.631578947368418,28.987854251012145,57.28744939271255,18.016194331983804,24.696356275303643,42.44264507422402,25.708502024291498,31.848852901484477,UCAo41QETLlwvJ-oqjmEPt8A
AGGaeCTUJzU,905,452,96,1.3401954214728333,2.90929203539823,2.620575221238938,3.101769911504425,6.580968289085546,9.427083333333334,38.716814159292035,53.23008849557522,20.442477876106196,26.32743362831858,63.49557522123894,13.274336283185841,23.23008849557522,46.38643067846608,25.221238938053098,28.392330383480825,UCAo41QETLlwvJ-oqjmEPt8A
_bnX0t1B0y4,1021,444,132,1.3629659533765657,2.920720720720721,2.7421171171171173,3.03978978978979,6.35824307944308,7.734848484848484,37.83783783783784,53.64864864864865,19.414414414414413,26.936936936936938,60.6981981981982,13.85135135135135,25.450450450450454,48.948948948948946,23.123123123123122,27.92792792792793,UCAo41QETLlwvJ-oqjmEPt8A
-Z-o2j9h3eo,858,398,111,1.177169263037641,2.8206030150753767,2.6231155778894473,2.952261306532663,6.255052886051882,7.72972972972973,37.185929648241206,55.0251256281407,20.50251256281407,24.472361809045225,63.065326633165824,13.442211055276381,23.49246231155779,49.66499162479062,25.209380234505865,25.12562814070352,UCAo41QETLlwvJ-oqjmEPt8A
4-vaITnUFLc,952,410,130,1.3168818102292514,2.832682926829268,2.639024390243902,2.9617886178861785,5.485346566604127,7.323076923076923,32.4390243902439,55.170731707317074,19.609756097560975,25.219512195121954,62.4390243902439,14.024390243902442,23.53658536585366,50.32520325203252,23.333333333333332,26.34146341463415,UCAo41QETLlwvJ-oqjmEPt8A
3TDrSyRWLx4,1121,441,177,1.3631194194778207,3.104308390022676,2.9365079365079367,3.2161753590325017,6.794836281179139,6.333333333333333,41.043083900226755,49.750566893424036,19.229024943310655,31.020408163265305,55.89569160997732,15.192743764172334,28.911564625850335,45.653817082388514,21.919879062736207,32.426303854875286,UCAo41QETLlwvJ-oqjmEPt8A
ZQ2FHaEloBM,946,428,81,1.3616318753007506,3.0953271028037386,2.836448598130841,3.2679127725856696,7.18304069458867,11.679012345679013,41.822429906542055,50.8411214953271,18.13084112149533,31.02803738317757,59.46261682242991,12.733644859813083,27.80373831775701,45.09345794392523,21.728971962616818,33.177570093457945,UCAo41QETLlwvJ-oqjmEPt8A
6gjTYB4NtDk,1013,493,92,1.6208744125874839,2.9022312373225154,2.6947261663286004,3.0405679513184585,6.535449475262369,11.01086956521739,37.93103448275862,52.81947261663286,22.150101419878297,25.03042596348884,60.1419878296146,16.835699797160245,23.02231237322515,47.937795807978354,25.693035835023665,26.36916835699797,UCAo41QETLlwvJ-oqjmEPt8A
G7P-1qG9Cjs,944,429,161,1.1778910520064607,2.961771561771562,2.7727272727272725,3.087801087801088,6.290286229712318,5.863354037267081,37.995337995338,53.1002331002331,19.02097902097902,27.878787878787882,60.60606060606061,12.703962703962704,26.689976689976692,48.0963480963481,23.232323232323232,28.671328671328673,UCAo41QETLlwvJ-oqjmEPt8A
1RfkVTO5MRg,1321,552,161,1.7484674501107889,3.0264492753623187,2.733695652173913,3.2216183574879227,7.043343271221532,8.20496894409938,42.028985507246375,49.63768115942029,23.007246376811597,27.355072463768117,59.873188405797094,16.304347826086957,23.82246376811594,42.814009661835755,27.47584541062802,29.710144927536234,UCAo41QETLlwvJ-oqjmEPt8A
6YbEs3TLKLw,1071,466,114,1.6381435383496346,3.02274678111588,2.755364806866953,3.2010014306151646,7.141150621188164,9.394736842105264,42.27467811158798,50.47210300429185,21.931330472103006,27.596566523605148,58.369098712446345,17.59656652360515,24.034334763948497,45.20743919885551,24.821173104434905,29.971387696709584,UCAo41QETLlwvJ-oqjmEPt8A
vNQlBlKYn1o,1334,520,148,1.8203014478579036,3.1461538461538465,2.875,3.3269230769230766,7.4614741164241165,9.013513513513514,44.42307692307692,47.99999999999999,21.884615384615387,30.115384615384613,55.96153846153846,17.115384615384617,26.923076923076923,42.69230769230769,25.064102564102566,32.243589743589745,UCAo41QETLlwvJ-oqjmEPt8A
3rkPK2-YJKg,1152,460,128,1.7707873454199685,2.8069565217391306,2.5097826086956525,3.0050724637681157,6.075878260869565,9.0,35.65217391304348,56.04347826086957,19.565217391304344,24.39130434782609,66.84782608695653,11.08695652173913,22.065217391304348,48.84057971014493,25.217391304347828,25.942028985507243,UCAo41QETLlwvJ-oqjmEPt8A
Cp-Ptk4ER1k,1152,443,105,1.7043389188717406,2.96117381489842,2.660270880361174,3.161775771256584,7.245130938406967,10.971428571428572,42.43792325056434,51.64785553047404,21.8058690744921,26.54627539503386,61.17381489841986,16.591422121896162,22.23476297968397,45.29721595184349,25.28216704288939,29.42061700526712,UCAo41QETLlwvJ-oqjmEPt8A
S-zSlar31xc,770,365,83,1.0969459218211415,2.898082191780822,2.7054794520547945,3.0264840182648403,6.430062386532431,9.27710843373494,37.80821917808219,55.45205479452055,17.36986301369863,27.17808219178082,63.150684931506845,10.958904109589042,25.89041095890411,50.31963470319635,21.643835616438356,28.036529680365295,UCAo41QETLlwvJ-oqjmEPt8A
nwuQ2avq5t0,939,455,77,1.3732362667669358,2.9195604395604398,2.685714285714286,3.0754578754578756,6.4697194805194815,12.194805194805195,37.142857142857146,53.97802197802198,19.164835164835164,26.857142857142858,61.75824175824176,13.846153846153847,24.395604395604398,48.791208791208796,22.71062271062271,28.498168498168496,UCAo41QETLlwvJ-oqjmEPt8A
9UU2rq03aIM,1625,576,124,2.0085909167100766,3.0152777777777775,2.7282986111111107,3.206597222222222,7.777430555555557,13.10483870967742,45.13888888888889,49.75694444444444,23.4375,26.805555555555557,59.02777777777777,17.708333333333332,23.26388888888889,43.57638888888889,27.256944444444443,29.166666666666668,UCAo41QETLlwvJ-oqjmEPt8A
4-2L6FQ5OjU,1239,568,111,1.6313366857175557,3.2394366197183095,2.96919014084507,3.419600938967136,7.114277046060145,11.162162162162161,41.54929577464789,46.33802816901409,20.70422535211268,32.95774647887323,55.36971830985916,14.612676056338028,30.017605633802816,40.316901408450704,24.76525821596244,34.917840375586856,UCAo41QETLlwvJ-oqjmEPt8A
3l186bBZsFg,1367,447,154,1.8645626960779602,2.8935123042505593,2.686800894854586,3.0313199105145414,6.4101015485632935,8.876623376623376,37.8076062639821,54.809843400447434,18.65771812080537,26.532438478747206,61.52125279642058,13.758389261744966,24.72035794183445,50.335570469798654,21.92393736017897,27.74049217002237,UCAo41QETLlwvJ-oqjmEPt8A
zirl59WZUVE,991,446,78,1.432264391341286,2.9775784753363226,2.702914798206278,3.160687593423019,6.790398574220997,12.705128205128204,39.01345291479821,52.062780269058294,20.0,27.937219730941703,60.65022421524663,15.134529147982065,24.2152466367713,46.33781763826607,23.243647234678626,30.418535127055307,UCAo41QETLlwvJ-oqjmEPt8A
aI3jIT4AEyM,880,399,88,1.349579150671213,2.829573934837093,2.5651629072681708,3.0058479532163744,6.590385964912281,10.0,38.59649122807017,53.734335839599,22.406015037593985,23.859649122807014,63.40852130325814,14.661654135338345,21.929824561403507,47.284878863826236,27.56892230576441,25.146198830409357,UCAo41QETLlwvJ-oqjmEPt8A
TNyAwhtnzdk,1191,525,157,1.5707662843527948,2.999619047619048,2.7876190476190477,3.140952380952381,6.692264968152867,7.585987261146497,40.0,51.009523809523806,21.6,27.39047619047619,58.761904761904766,15.428571428571429,25.80952380952381,45.84126984126984,25.714285714285715,28.444444444444443,UCAo41QETLlwvJ-oqjmEPt8A
LHkacZFh3WE,1162,471,96,1.6092077653662877,2.802123142250531,2.595541401273885,2.939844302901628,6.902956900212315,12.104166666666666,39.91507430997877,55.41401273885351,21.401273885350317,23.18471337579618,63.16348195329087,15.498938428874736,21.337579617834393,50.24769992922859,25.33616418966737,24.416135881104033,UCAo41QETLlwvJ-oqjmEPt8A
InCDgvH7-Us,863,431,106,1.2214524576400476,2.9401392111368905,2.705336426914153,3.0966744006187157,6.705164575581141,8.141509433962264,39.90719257540603,52.80742459396751,20.696055684454755,26.496519721577727,62.29698375870069,12.877030162412993,24.825986078886313,46.48105181747873,25.908739365815933,27.610208816705338,UCAo41QETLlwvJ-oqjmEPt8A
TOqHH9JtwqA,1066,472,133,1.445358396315188,2.8766949152542374,2.649364406779661,3.0282485875706215,6.452609423983689,8.015037593984962,38.347457627118644,55.21186440677967,18.559322033898304,26.228813559322035,62.5,13.241525423728813,24.258474576271187,50.35310734463276,22.1045197740113,27.54237288135593,UCAo41QETLlwvJ-oqjmEPt8A
WoGBP1qUB9s,827,411,88,1.2662243337235433,2.9372262773722624,2.6922141119221408,3.100567721005677,6.68992289316523,9.397727272727273,39.416058394160586,53.576642335766415,19.02676399026764,27.39659367396594,62.65206812652068,12.287104622871047,25.06082725060827,47.52635847526359,23.519870235198702,28.953771289537713,UCAo41QETLlwvJ-oqjmEPt8A
32eFCqo1X6M,873,423,110,1.2540568950791677,3.0269503546099292,2.8250591016548463,3.1615445232466506,6.440877678916829,7.9363636363636365,38.297872340425535,51.53664302600473,18.77068557919622,29.692671394799056,60.16548463356974,11.11111111111111,28.723404255319153,45.78408195429472,23.87706855791962,30.33884948778566,UCAo41QETLlwvJ-oqjmEPt8A
6QVm1NdQgUY,757,364,75,1.115370185947348,2.707142857142857,2.4711538461538463,2.864468864468865,5.923019443223444,10.093333333333334,34.34065934065934,59.83516483516483,15.604395604395606,24.560439560439562,67.85714285714286,9.340659340659341,22.8021978021978,54.48717948717949,19.78021978021978,25.73260073260073,UCAo41QETLlwvJ-oqjmEPt8A
a0ru4KrYkJQ,932,401,94,1.2470423470271892,3.0693266832917705,2.811720698254364,3.2410640066500416,7.5401827134291945,9.914893617021276,44.63840399002494,50.623441396508724,19.600997506234414,29.77556109725686,59.47630922693267,13.715710723192021,26.80798004987531,44.72152950955944,23.524522028262677,31.75394846217789,UCAo41QETLlwvJ-oqjmEPt8A
Z6PT7ay8YdM,1290,540,167,1.290236240196692,3.0525925925925925,2.8851851851851853,3.164197530864197,6.494452539365713,7.724550898203593,38.7037037037037,50.77777777777777,20.074074074074076,29.148148148148145,57.68518518518519,14.074074074074073,28.24074074074074,46.172839506172835,24.074074074074073,29.75308641975309,UCAo41QETLlwvJ-oqjmEPt8A
t0qZ92a0R8E,1837,709,255,1.4157883686408999,3.2152327221438646,2.994358251057828,3.362482369534556,7.127638910368097,7.203921568627451,42.877291960507755,45.86741889985896,22.877291960507755,31.255289139633284,54.160789844851905,16.14950634696756,29.689703808180536,40.33850493653033,27.362482369534554,32.29901269393512,UCAo41QETLlwvJ-oqjmEPt8A
Ethih4BUZlw,1668,614,183,1.469885217259842,3.096742671009772,2.842019543973941,3.266558089033659,7.00982795963048,9.114754098360656,41.530944625407166,48.925081433224754,21.921824104234528,29.153094462540714,57.98045602605863,15.146579804560261,26.87296416938111,42.88816503800217,26.438653637350704,30.673181324647125,UCAo41QETLlwvJ-oqjmEPt8A
1IX8j8ZIV-s,996,467,105,1.3425543314956023,3.1237687366167024,2.8640256959314776,3.2969307637401855,7.503296567757724,9.485714285714286,44.53961456102783,48.4796573875803,21.32762312633833,30.19271948608137,57.70877944325482,15.203426124197001,27.087794432548176,42.32690935046395,25.41042112776588,32.262669521770164,UCAo41QETLlwvJ-oqjmEPt8A
pYjRXl7iDII,1040,436,104,1.6943999717772917,2.938073394495413,2.6857798165137616,3.1062691131498474,7.340747706422018,10.0,43.34862385321101,53.34862385321101,19.357798165137616,27.293577981651374,62.15596330275229,12.958715596330276,24.885321100917434,47.477064220183486,23.623853211009177,28.899082568807337,UCAo41QETLlwvJ-oqjmEPt8A
blLVMmvDKyI,239,138,31,1.1128763392472827,2.2724637681159416,2.079710144927536,2.400966183574879,4.7303710144927535,7.709677419354839,27.536231884057973,68.40579710144928,17.391304347826086,14.202898550724639,76.81159420289855,10.507246376811594,12.681159420289855,62.80193236714976,21.980676328502412,15.217391304347826,UCAo41QETLlwvJ-oqjmEPt8A
sdlWWq037Tw,693,360,76,1.2048213993190295,2.964444444444444,2.6791666666666663,3.1546296296296297,5.8910514619883045,9.118421052631579,34.44444444444444,52.388888888888886,19.72222222222222,27.88888888888889,62.638888888888886,12.777777777777779,24.583333333333332,45.55555555555556,24.351851851851855,30.092592592592595,UCAo41QETLlwvJ-oqjmEPt8A
t8O3Ls59onE,821,378,84,1.7706115521655748,2.8359788359788363,2.554232804232804,3.0238095238095237,6.124066666666668,9.773809523809524,35.714285714285715,55.07936507936508,20.264550264550266,24.65608465608466,64.68253968253968,13.624338624338623,21.693121693121693,48.67724867724868,24.69135802469136,26.631393298059965,UCAo41QETLlwvJ-oqjmEPt8A
jSsYwLhkm7U,563,308,70,1.407182531215042,2.925324675324675,2.762987012987013,3.0335497835497836,6.499607532467532,8.042857142857143,38.63636363636363,55.12987012987013,16.81818181818182,28.05194805194805,62.33766233766234,10.38961038961039,27.27272727272727,50.324675324675326,21.103896103896105,28.571428571428573,UCAo41QETLlwvJ-oqjmEPt8A
1YTlY2KjW6s,252,174,24,0.9280470661737904,2.9770114942528734,2.764367816091954,3.118773946360154,7.236087356321839,10.5,42.5287356321839,51.839080459770116,20.229885057471265,27.931034482758623,60.05747126436782,14.367816091954024,25.57471264367816,46.36015325670498,24.137931034482758,29.501915708812263,UCAo41QETLlwvJ-oqjmEPt8A
Pr0XoLIaQPs,527,268,52,1.5743218750723058,2.5313432835820895,2.291044776119403,2.691542288557214,5.805288863375432,10.134615384615385,33.582089552238806,62.089552238805965,18.955223880597018,18.955223880597014,70.1492537313433,13.992537313432837,15.85820895522388,56.71641791044776,22.263681592039802,21.019900497512438,UCAo41QETLlwvJ-oqjmEPt8A
58j7ycxs1_Y,776,346,60,1.5070152870434084,2.815028901734104,2.5158959537572256,3.014450867052023,6.893603159922929,12.933333333333334,39.59537572254335,53.69942196531792,23.352601156069362,22.947976878612714,63.15028901734104,17.341040462427745,19.508670520231213,47.398843930635834,27.360308285163775,25.240847784200383,UCAo41QETLlwvJ-oqjmEPt8A
TVN9Jwh9Nwc,606,280,59,1.5441175865697148,2.7471428571428573,2.5857142857142854,2.854761904761905,6.035950847457627,10.271186440677965,35.0,57.92857142857143,18.57142857142857,23.5,65.35714285714286,10.535714285714285,24.107142857142858,52.976190476190474,23.92857142857143,23.095238095238095,UCAo41QETLlwvJ-oqjmEPt8A
9t2e_yc7dmE,421,268,65,1.1467833270940155,2.987313432835821,2.8507462686567164,3.078358208955224,6.3308822502870274,6.476923076923077,38.059701492537314,53.35820895522388,16.64179104477612,30.000000000000004,58.768656716417915,10.82089552238806,30.41044776119403,49.75124378109453,20.52238805970149,29.726368159203975,UCAo41QETLlwvJ-oqjmEPt8A
JPxx-uqSeOo,703,371,68,1.6779336106975293,2.894878706199461,2.6927223719676547,3.0296495956873315,6.726630918027589,10.338235294117647,39.35309973045822,54.123989218328845,19.299191374663074,26.576819407008088,62.3989218328841,12.93800539083558,24.663072776280323,48.607367475292,23.539982030548067,27.85265049415993,UCAo41QETLlwvJ-oqjmEPt8A
7vAko-xTdEU,1376,552,177,1.3098363699958233,3.2717391304347827,3.096014492753623,3.388888888888889,7.536859076394006,7.7740112994350286,45.289855072463766,45.97826086956522,20.03623188405797,33.98550724637681,53.62318840579711,12.771739130434785,33.60507246376811,40.88164251207729,24.8792270531401,34.23913043478261,UCAo41QETLlwvJ-oqjmEPt8A
5_oMU9nodSY,665,315,119,1.0950002191234933,2.815238095238095,2.5952380952380953,2.961904761904762,5.690890756302521,5.588235294117647,34.285714285714285,56.19047619047619,18.666666666666664,25.142857142857142,64.44444444444446,11.428571428571429,24.126984126984127,50.68783068783069,23.49206349206349,25.82010582010582,UCAo41QETLlwvJ-oqjmEPt8A
y4hGPz11MpM,366,222,43,1.022622097308383,2.736036036036036,2.472972972972973,2.9114114114114114,6.04114070815001,8.511627906976743,35.585585585585584,58.91891891891892,16.396396396396398,24.684684684684683,67.7927927927928,9.684684684684685,22.522522522522525,53.003003003003,20.87087087087087,26.126126126126124,UCAo41QETLlwvJ-oqjmEPt8A
EH4F9TTrvmQ,604,292,74,1.1929745362597095,2.786301369863014,2.522260273972603,2.9623287671232874,6.515356941873381,8.162162162162161,38.6986301369863,57.054794520547944,18.835616438356162,24.10958904109589,65.75342465753424,13.184931506849315,21.06164383561644,51.25570776255708,22.602739726027394,26.141552511415526,UCAo41QETLlwvJ-oqjmEPt8A
auS5bcqfd-Q,3502,777,731,1.3722618417526586,2.8785070785070785,2.584942084942085,3.0742170742170742,4.688081925114483,4.790697674418604,28.185328185328185,53.1016731016731,22.72844272844273,24.16988416988417,65.18661518661519,11.583011583011583,23.23037323037323,45.04504504504504,30.158730158730158,24.796224796224795,UCAOtE1V7Ots4DjM8JLlrYgg
Ounm5n1bPvc,3262,780,715,1.392904172325636,2.939230769230769,2.6884615384615387,3.1064102564102565,4.922799813519814,4.562237762237762,29.743589743589745,52.794871794871796,21.205128205128204,26.0,63.205128205128204,12.307692307692307,24.48717948717949,45.85470085470085,27.136752136752136,27.008547008547005,UCAOtE1V7Ots4DjM8JLlrYgg
6UrSwvhmsvM,3272,805,668,1.344380565459235,2.9393788819875772,2.6459627329192545,3.1349896480331263,4.852454003793655,4.8982035928143715,29.19254658385093,51.72670807453417,22.633540372670808,25.639751552795033,63.54037267080746,13.29192546583851,23.16770186335404,43.850931677018636,28.861283643892335,27.28778467908903,UCAOtE1V7Ots4DjM8JLlrYgg
bwqPKo15IBI,3427,860,720,1.3521872218755961,3.0995348837209304,2.8180232558139533,3.287209302325581,5.1383264082687345,4.759722222222222,31.046511627906977,48.34883720930233,22.976744186046513,28.674418604651162,59.418604651162795,14.069767441860465,26.511627906976745,40.96899224806202,28.91472868217054,30.116279069767437,UCAOtE1V7Ots4DjM8JLlrYgg
fxNOi_uPhgs,3426,781,715,1.3810134028109557,2.821510883482714,2.5339308578745197,3.0132309005548437,4.523809742933124,4.791608391608392,27.144686299615877,54.622279129321385,22.43277848911652,22.944942381562097,66.38924455825864,12.099871959026888,21.51088348271447,46.77763551002988,29.321382842509603,23.900981647460522,UCAOtE1V7Ots4DjM8JLlrYgg
XrHD1soezv0,606,223,112,1.3651519648063122,2.5713004484304935,2.3542600896860986,2.715994020926756,4.304380397181294,5.410714285714286,25.56053811659193,61.0762331838565,18.206278026905828,20.717488789237667,69.28251121076232,11.210762331838566,19.506726457399104,55.60538116591929,22.86995515695067,21.524663677130047,UCAOtE1V7Ots4DjM8JLlrYgg
