videoId,totalWords,totalUniqueWords,totalSentences,avgSyllPerSec,avgCEFRScore,avgWordCEFR,avgFreqCEFR,readability,avgSentenceLength,uncommonRatio,totalEasyRatio,totalMiddleRatio,totalHardRatio,wordEasyRatio,wordMiddleRatio,wordHardRatio,FreqEasyRatio,FreqMiddleRatio,FreqHardRatio,channelId
aPx4e6BVaps,287,99,71,0.41322585088450003,2.361616161616161,2.2323232323232323,2.4478114478114477,3.868879613031726,4.042253521126761,23.232323232323232,66.86868686868688,14.545454545454547,18.585858585858585,72.72727272727273,8.080808080808081,19.191919191919194,62.96296296296296,18.855218855218855,18.18181818181818,UCLbyJSPEe2lx3jY-G0CFR3g
STekAAXlKYA,323,89,44,0.4970764829775863,2.458426966292135,2.157303370786517,2.659176029962547,4.089839427987743,7.340909090909091,23.595505617977526,61.34831460674157,19.775280898876403,18.876404494382022,71.34831460674157,11.235955056179776,17.415730337078653,54.6816479400749,25.468164794007492,19.850187265917604,UCLbyJSPEe2lx3jY-G0CFR3g
pQbUqvpL2oo,201,48,37,0.3452905269664656,2.175,2.072916666666667,2.2430555555555554,3.8879903153153155,5.4324324324324325,22.916666666666664,69.58333333333333,16.25,14.166666666666666,77.08333333333333,6.25,16.666666666666664,64.58333333333334,22.916666666666664,12.5,UCLbyJSPEe2lx3jY-G0CFR3g
7QNVmS4zT0E,502,125,85,0.6309984622726555,2.8144,2.436,3.0666666666666664,4.587811764705883,5.905882352941177,27.200000000000003,54.39999999999999,20.96,24.64,68.4,9.600000000000001,22.0,45.06666666666666,28.53333333333333,26.4,UCLbyJSPEe2lx3jY-G0CFR3g
AaWUK5xfc58,529,161,121,0.3342670788360787,2.3714285714285714,2.1987577639751557,2.4865424430641823,3.7475295108054008,4.371900826446281,22.36024844720497,65.71428571428571,16.77018633540373,17.515527950310556,72.36024844720497,10.248447204968944,17.391304347826086,61.28364389233955,21.11801242236025,17.598343685300208,UCLbyJSPEe2lx3jY-G0CFR3g
OTlYcBN1EiE,283,110,56,0.40523033915909107,2.367272727272727,2.159090909090909,2.506060606060606,3.5522025974025975,5.053571428571429,20.909090909090907,68.0,13.272727272727273,18.727272727272727,75.45454545454545,7.2727272727272725,17.27272727272727,63.03030303030303,17.272727272727273,19.6969696969697,UCLbyJSPEe2lx3jY-G0CFR3g
6GoXxZLMF7Y,212,65,44,0.32779202363841137,2.4338461538461535,2.2846153846153845,2.533333333333333,4.368674125874127,4.818181818181818,26.153846153846157,65.53846153846155,14.46153846153846,20.0,71.53846153846155,6.923076923076923,21.53846153846154,61.53846153846154,19.48717948717949,18.974358974358978,UCLbyJSPEe2lx3jY-G0CFR3g
4x8GKQnQHY8,109,60,23,0.3508953813395432,2.0300000000000002,1.9416666666666667,2.0888888888888886,3.919394202898551,4.739130434782608,23.333333333333332,73.66666666666667,13.666666666666666,12.666666666666666,80.83333333333333,5.833333333333333,13.333333333333334,68.88888888888889,18.88888888888889,12.222222222222221,UCLbyJSPEe2lx3jY-G0CFR3g
3CXT4YMnL14,349,122,63,0.3249523569213607,2.1885245901639343,2.0327868852459017,2.2923497267759565,3.251571532656779,5.5396825396825395,18.852459016393443,72.29508196721312,11.311475409836065,16.393442622950822,78.68852459016392,4.918032786885246,16.393442622950822,68.03278688524591,15.57377049180328,16.39344262295082,UCLbyJSPEe2lx3jY-G0CFR3g
UeKcJ8GkgLE,407,134,69,0.3770693050942186,2.4268656716417913,2.1940298507462686,2.582089552238806,4.181150205494268,5.898550724637682,24.62686567164179,64.77611940298507,16.567164179104477,18.65671641791045,72.76119402985074,10.074626865671641,17.16417910447761,59.45273631840796,20.8955223880597,19.65174129353234,UCLbyJSPEe2lx3jY-G0CFR3g
tQeylqg0mJc,574,120,109,0.7817689765875147,2.665,2.270833333333333,2.9277777777777776,4.340279663608563,5.26605504587156,25.833333333333336,58.166666666666664,19.5,22.333333333333332,71.25,9.583333333333334,19.166666666666668,49.44444444444444,26.11111111111111,24.444444444444443,UCLbyJSPEe2lx3jY-G0CFR3g
-9PgmV7w-LM,315,111,60,0.47781540315519494,2.198198198198198,2.0405405405405403,2.3033033033033035,3.1054450450450455,5.25,18.01801801801802,69.54954954954955,16.396396396396398,14.054054054054053,76.12612612612612,9.00900900900901,14.864864864864863,65.16516516516516,21.32132132132132,13.513513513513512,UCLbyJSPEe2lx3jY-G0CFR3g
DCMkBkEvk5c,159,37,34,0.39861278285317436,2.291891891891892,2.27027027027027,2.3063063063063063,4.499520508744038,4.676470588235294,27.027027027027028,67.02702702702703,16.216216216216218,16.756756756756758,72.97297297297298,5.405405405405405,21.62162162162162,63.06306306306307,23.423423423423426,13.513513513513514,UCLbyJSPEe2lx3jY-G0CFR3g
-nusA4mN5hc,301,100,68,0.46833108376548727,2.21,1.98,2.3633333333333333,3.377552941176471,4.426470588235294,20.0,70.00000000000001,15.4,14.600000000000001,77.5,9.0,13.5,65.0,19.666666666666664,15.333333333333334,UCLbyJSPEe2lx3jY-G0CFR3g
pLlnmMUQPXE,458,137,84,0.45454006306796313,2.4306569343065694,2.240875912408759,2.557177615571776,3.8433578032672924,5.4523809523809526,22.62773722627737,63.35766423357664,18.97810218978102,17.664233576642335,71.16788321167883,10.94890510948905,17.88321167883212,58.15085158150852,24.330900243309003,17.51824817518248,UCLbyJSPEe2lx3jY-G0CFR3g
vB6_X0ZGA-M,630,185,91,0.642214898477629,2.6021621621621622,2.294594594594595,2.8072072072072074,3.928141372141373,6.923076923076923,22.702702702702705,59.89189189189189,19.45945945945946,20.648648648648646,71.35135135135135,9.72972972972973,18.91891891891892,52.252252252252255,25.945945945945947,21.8018018018018,UCLbyJSPEe2lx3jY-G0CFR3g
Ss0MYFyzKZE,737,181,130,0.3918981632946272,2.2651933701657456,2.1022099447513813,2.3738489871086554,3.3345087632809185,5.6692307692307695,19.337016574585636,67.95580110497237,16.795580110497237,15.248618784530386,75.69060773480663,8.839779005524862,15.469613259668506,62.79926335174954,22.099447513812155,15.101289134438304,UCLbyJSPEe2lx3jY-G0CFR3g
c8oUgSLosg4,852,202,177,0.4545491024494377,2.3574257425742573,2.153465346534653,2.4933993399339935,4.069000067125357,4.813559322033898,24.257425742574256,67.52475247524752,15.445544554455445,17.02970297029703,76.73267326732673,6.9306930693069315,16.33663366336634,61.38613861386139,21.122112211221122,17.491749174917494,UCLbyJSPEe2lx3jY-G0CFR3g
OJR76IWLfPs,165,41,21,0.44979065939051416,2.097560975609756,1.8414634146341462,2.268292682926829,3.0855679442508714,7.857142857142857,17.073170731707318,71.21951219512195,14.146341463414634,14.634146341463413,81.70731707317073,4.878048780487805,13.414634146341465,64.22764227642276,20.32520325203252,15.447154471544714,UCLbyJSPEe2lx3jY-G0CFR3g
zCoQ_VkbSOg,74,25,36,0.9718563797344487,2.1759999999999997,2.0,2.2933333333333334,3.259955555555556,2.0555555555555554,20.0,71.2,15.2,13.600000000000001,80.0,2.0,18.0,65.33333333333333,24.0,10.666666666666666,UCLbyJSPEe2lx3jY-G0CFR3g
iH_Po1Ewves,32,16,6,0.5251828414336843,1.6875,1.59375,1.75,2.2382833333333334,5.333333333333333,12.5,83.75,8.75,7.5,87.5,3.125,9.375,81.25,12.499999999999998,6.249999999999999,UCLbyJSPEe2lx3jY-G0CFR3g
ZExOEZsUc9I,669,165,134,0.5406943653955602,2.3575757575757574,2.012121212121212,2.587878787878788,3.309932881049299,4.992537313432836,19.393939393939394,67.39393939393939,14.90909090909091,17.696969696969695,79.39393939393939,5.454545454545454,15.15151515151515,59.3939393939394,21.21212121212121,19.393939393939394,UCLbyJSPEe2lx3jY-G0CFR3g
3PCRNchLFXk,783,196,121,0.6631472004235158,2.5244897959183676,2.1581632653061225,2.768707482993197,4.429587738235791,6.471074380165289,26.02040816326531,61.73469387755102,18.673469387755105,19.591836734693878,74.48979591836735,9.438775510204081,16.071428571428573,53.23129251700681,24.82993197278912,21.93877551020408,UCLbyJSPEe2lx3jY-G0CFR3g
OwuM3OPy8m0,571,166,104,0.48697827159413404,2.301204819277108,2.0873493975903616,2.443775100401606,3.601539944392957,5.490384615384615,21.084337349397593,67.2289156626506,16.02409638554217,16.746987951807228,75.90361445783132,7.53012048192771,16.566265060240962,61.445783132530124,21.686746987951807,16.867469879518072,UCLbyJSPEe2lx3jY-G0CFR3g
TDcVxLKCkPQ,428,135,89,0.45650597351043964,2.339259259259259,2.088888888888889,2.506172839506173,4.21526658343737,4.808988764044944,25.185185185185183,67.25925925925927,15.703703703703704,17.037037037037038,76.2962962962963,7.777777777777779,15.925925925925926,61.23456790123457,20.98765432098765,17.77777777777778,UCLbyJSPEe2lx3jY-G0CFR3g
uQBf8IKCNqs,418,101,83,0.6915159003518966,2.2,1.896039603960396,2.402640264026403,3.220188810688298,5.036144578313253,18.81188118811881,69.70297029702971,15.643564356435645,14.653465346534654,79.2079207920792,8.415841584158416,12.376237623762377,63.366336633663366,20.462046204620464,16.17161716171617,UCLbyJSPEe2lx3jY-G0CFR3g
nfle7ZIe1q0,182,56,48,0.4962496542522902,2.2392857142857143,2.125,2.3154761904761902,4.417530952380953,3.7916666666666665,26.785714285714285,72.14285714285715,10.0,17.857142857142854,76.78571428571429,6.25,16.964285714285715,69.04761904761904,12.5,18.452380952380953,UCLbyJSPEe2lx3jY-G0CFR3g
_Yhpi0xKw_I,149,44,23,0.9690461250069499,3.2,2.7045454545454546,3.5303030303030307,5.345412648221344,6.478260869565218,31.818181818181817,49.09090909090909,16.363636363636367,34.54545454545455,64.77272727272728,6.818181818181818,28.40909090909091,38.63636363636364,22.727272727272727,38.63636363636363,UCLbyJSPEe2lx3jY-G0CFR3g
0nIualJYX8A,121,31,12,1.130359636680535,2.6322580645161286,2.112903225806452,2.978494623655914,4.574972043010753,10.083333333333334,25.806451612903224,56.774193548387096,22.58064516129032,20.64516129032258,69.35483870967742,17.741935483870968,12.903225806451612,48.387096774193544,25.806451612903224,25.806451612903224,UCLbyJSPEe2lx3jY-G0CFR3g
QTNLl4tCfOs,84,36,23,0.8375786737992981,2.7055555555555557,2.25,3.0092592592592595,3.251425603864735,3.652173913043478,19.444444444444446,57.77777777777778,21.11111111111111,21.11111111111111,73.61111111111111,9.722222222222221,16.666666666666668,47.22222222222222,28.703703703703702,24.074074074074076,UCLbyJSPEe2lx3jY-G0CFR3g
upDQ9p-nB6k,693,177,120,0.44827397698075233,2.3446327683615817,2.1271186440677967,2.489642184557439,3.4979654237288145,5.775,20.33898305084746,65.31073446327683,18.64406779661017,16.045197740112993,74.85875706214689,8.757062146892656,16.384180790960453,58.94538606403013,25.235404896421848,15.81920903954802,UCLbyJSPEe2lx3jY-G0CFR3g
c4FYkgRcaf4,349,115,66,0.38527598972966925,2.1756521739130434,1.9826086956521738,2.3043478260869565,3.832191831357049,5.287878787878788,22.608695652173914,71.1304347826087,14.782608695652174,14.086956521739129,77.82608695652173,8.26086956521739,13.91304347826087,66.66666666666667,19.130434782608695,14.202898550724637,UCLbyJSPEe2lx3jY-G0CFR3g
h2OK20JH-e8,530,141,77,0.542845866260661,2.046808510638298,1.773049645390071,2.2293144208037825,3.1410479874735193,6.883116883116883,17.73049645390071,73.33333333333333,16.02836879432624,10.638297872340425,83.68794326241135,5.673758865248227,10.638297872340425,66.43026004728132,22.93144208037825,10.638297872340425,UCLbyJSPEe2lx3jY-G0CFR3g
ePIIUTQWfPM,127,42,20,0.6514500146710851,2.871428571428571,2.6904761904761907,2.992063492063492,5.954245714285715,6.35,35.714285714285715,58.57142857142857,10.476190476190476,30.952380952380953,67.85714285714286,1.1904761904761905,30.952380952380953,52.38095238095238,16.666666666666664,30.95238095238095,UCLbyJSPEe2lx3jY-G0CFR3g
DJdEE3HRtM4,262,96,46,0.4079917372484204,2.0416666666666665,1.84375,2.173611111111111,3.078650181159421,5.695652173913044,17.708333333333336,74.79166666666666,11.875,13.333333333333332,83.33333333333333,3.6458333333333335,13.020833333333334,69.09722222222221,17.36111111111111,13.541666666666668,UCLbyJSPEe2lx3jY-G0CFR3g
HoNUhnwf6io,295,117,65,0.4267693117883731,2.309401709401709,2.05982905982906,2.475783475783476,3.194167521367522,4.538461538461538,18.803418803418804,67.00854700854701,17.264957264957268,15.726495726495727,75.64102564102564,8.974358974358974,15.384615384615383,61.25356125356126,22.79202279202279,15.954415954415955,UCLbyJSPEe2lx3jY-G0CFR3g
xRdFRQn3et8,69,32,15,0.7338230953396084,2.43125,2.328125,2.5,5.655972500000001,4.6,34.375,64.375,17.5,18.125,68.75,10.9375,20.3125,61.45833333333333,21.875,16.666666666666664,UCLbyJSPEe2lx3jY-G0CFR3g
cq3zXp93C8o,227,74,36,0.35776188662111114,2.1729729729729725,2.0472972972972974,2.2567567567567566,4.153566366366367,6.305555555555555,24.324324324324326,69.72972972972973,16.216216216216218,14.054054054054054,75.67567567567566,8.783783783783784,15.54054054054054,65.76576576576576,21.171171171171174,13.063063063063064,UCLbyJSPEe2lx3jY-G0CFR3g
vDZL8Z1CGno,44,19,10,0.41730469450537305,2.0947368421052635,1.868421052631579,2.245614035087719,3.5424505263157897,4.4,21.052631578947366,71.57894736842105,16.842105263157894,11.578947368421051,78.94736842105262,7.894736842105263,13.157894736842104,66.66666666666666,22.80701754385965,10.526315789473685,UCLbyJSPEe2lx3jY-G0CFR3g
i2u1l2gpKIU,319,86,45,0.7263205952039379,2.2465116279069766,2.1802325581395348,2.2906976744186047,2.922074005167959,7.088888888888889,16.27906976744186,70.46511627906976,13.720930232558139,15.813953488372093,73.83720930232558,9.302325581395348,16.86046511627907,68.21705426356588,16.666666666666664,15.116279069767444,UCLbyJSPEe2lx3jY-G0CFR3g
BZXPDNqGXf4,29,7,6,0.34896570442604835,2.628571428571429,2.928571428571429,2.4285714285714284,7.0068761904761905,4.833333333333333,42.857142857142854,65.71428571428571,5.714285714285714,28.571428571428577,57.14285714285714,7.142857142857142,35.714285714285715,71.42857142857142,4.761904761904762,23.80952380952381,UCLbyJSPEe2lx3jY-G0CFR3g
cUbl8AocKYc,130,50,28,0.48606610499027864,2.34,2.23,2.4133333333333336,3.7040857142857146,4.642857142857143,22.0,67.2,16.8,16.0,72.0,12.0,16.0,64.0,20.0,16.0,UCLbyJSPEe2lx3jY-G0CFR3g
VB0g95XJBbM,521,143,98,0.46329863189040205,2.4447552447552447,2.2937062937062938,2.5454545454545454,4.017955530184102,5.316326530612245,23.776223776223777,65.03496503496504,16.923076923076923,18.04195804195804,72.37762237762237,9.090909090909092,18.53146853146853,60.13986013986015,22.144522144522146,17.715617715617718,UCLbyJSPEe2lx3jY-G0CFR3g
KEHQLnUD8vA,419,146,74,0.35881015294592694,2.2575342465753425,2.106164383561644,2.3584474885844746,3.9579665309144763,5.662162162162162,23.28767123287671,70.0,12.876712328767121,17.123287671232877,76.36986301369863,6.506849315068493,17.123287671232877,65.75342465753425,17.123287671232877,17.123287671232877,UCLbyJSPEe2lx3jY-G0CFR3g
zH8-rZmLD30,605,217,131,0.7871606413951031,2.3391705069124424,2.0944700460829493,2.5023041474654377,3.940082527174869,4.6183206106870225,23.502304147465438,67.09677419354838,16.129032258064516,16.774193548387096,77.64976958525345,5.299539170506913,17.050691244239633,60.06144393241168,23.34869431643625,16.589861751152075,UCLbyJSPEe2lx3jY-G0CFR3g
aKM0M0pasYU,878,224,136,0.4743213517008241,2.2348214285714283,2.0111607142857144,2.3839285714285716,3.492309978991597,6.455882352941177,20.089285714285715,68.57142857142857,17.5,13.92857142857143,77.67857142857143,7.8125,14.508928571428571,62.5,23.958333333333332,13.541666666666666,UCLbyJSPEe2lx3jY-G0CFR3g
3SUhQ5YTB1c,232,70,32,0.3218414800234608,2.3657142857142857,2.1428571428571432,2.5142857142857142,2.8408857142857142,7.25,15.714285714285714,65.42857142857143,18.0,16.57142857142857,75.71428571428571,6.428571428571429,17.857142857142858,58.57142857142857,25.714285714285715,15.714285714285715,UCLbyJSPEe2lx3jY-G0CFR3g
hGEnTvHzJOA,380,99,58,0.4227551396111873,2.4626262626262627,2.3737373737373737,2.521885521885522,4.312339254615117,6.551724137931035,25.252525252525253,64.84848484848484,14.343434343434343,20.808080808080803,69.69696969696969,8.585858585858585,21.717171717171716,61.61616161616161,18.18181818181818,20.202020202020204,UCLbyJSPEe2lx3jY-G0CFR3g
AVOvJTp1b80,347,107,64,0.33050361267470935,2.357009345794393,2.205607476635514,2.457943925233645,3.9581773364485984,5.421875,23.364485981308412,66.54205607476635,14.766355140186917,18.69158878504673,74.29906542056075,6.074766355140186,19.626168224299064,61.37071651090342,20.560747663551403,18.068535825545172,UCLbyJSPEe2lx3jY-G0CFR3g
5SzrQG-vh4k,25,14,5,0.46832580841083876,2.442857142857143,2.071428571428571,2.690476190476191,2.5037142857142856,5.0,14.285714285714285,58.57142857142858,27.142857142857146,14.285714285714285,75.0,7.142857142857142,17.857142857142858,47.61904761904762,40.476190476190474,11.904761904761905,UCLbyJSPEe2lx3jY-G0CFR3g
P4DZ5QwJLgA,101,79,18,0.6406998049530115,2.491139240506329,2.4240506329113924,2.5358649789029535,4.075906047819973,5.611111111111111,24.050632911392405,61.01265822784811,19.49367088607595,19.493670886075947,65.82278481012658,13.924050632911392,20.253164556962023,57.805907172995774,23.206751054852322,18.9873417721519,UCDCNmuaOXOo25Yn4mbMHhhQ
fuE0PZb3pyI,435,234,89,1.3845910907210437,2.488034188034188,2.41025641025641,2.53988603988604,5.033409872275041,4.887640449438202,30.34188034188034,62.64957264957265,18.46153846153846,18.88888888888889,66.02564102564102,15.170940170940172,18.803418803418804,60.3988603988604,20.655270655270655,18.94586894586895,UCDCNmuaOXOo25Yn4mbMHhhQ
Tym-QOm6QjU,1759,712,339,1.6304651639471532,3.1016853932584274,2.88623595505618,3.2453183520599254,7.065692663484804,5.188790560471976,43.11797752808989,48.00561797752809,23.735955056179776,28.258426966292134,56.17977528089888,18.328651685393258,25.491573033707866,42.556179775280896,27.34082397003745,30.102996254681646,UCDCNmuaOXOo25Yn4mbMHhhQ
lTTB-nhgLtg,609,313,129,1.6237350377427568,2.6504792332268368,2.536741214057508,2.726304579339723,5.379781142729772,4.72093023255814,32.587859424920126,57.57188498402556,22.81150159744409,19.61661341853035,62.46006389776358,19.00958466453674,18.530351437699682,54.31309904153355,25.34611288604899,20.340788072417467,UCDCNmuaOXOo25Yn4mbMHhhQ
Z6V-hpwuzRM,2648,787,476,1.7269916516879316,2.959339263024142,2.7376111817026683,3.107157983905125,6.756447016112671,5.563025210084033,41.04193138500635,51.588310038119445,22.973316391359596,25.438373570520966,59.84752223634054,16.89961880559085,23.252858958068614,46.08216857263871,27.02244811520542,26.895383312155868,UCDCNmuaOXOo25Yn4mbMHhhQ
OoIVGVtnYZ8,1142,472,225,1.6743042906783665,2.79364406779661,2.5921610169491522,2.9279661016949152,5.972277216572505,5.075555555555556,36.228813559322035,55.08474576271186,21.906779661016948,23.008474576271187,62.92372881355932,15.995762711864408,21.08050847457627,49.85875706214689,25.847457627118647,24.293785310734464,UCDCNmuaOXOo25Yn4mbMHhhQ
VmU1nX-c29I,942,411,161,1.5090400915981355,2.809732360097324,2.77007299270073,2.836171938361719,5.860887476386938,5.850931677018633,35.27980535279806,56.10705596107056,19.610705596107053,24.282238442822383,60.8272506082725,13.746958637469586,25.42579075425791,52.960259529602595,23.519870235198702,23.519870235198706,UCDCNmuaOXOo25Yn4mbMHhhQ
4lO3FRd4Mfc,566,268,103,1.4772279559277057,2.511940298507463,2.46455223880597,2.5435323383084576,4.868156238226344,5.495145631067961,29.1044776119403,63.73134328358209,16.492537313432834,19.77611940298507,67.53731343283583,11.753731343283583,20.708955223880597,61.194029850746276,19.65174129353234,19.154228855721396,UCDCNmuaOXOo25Yn4mbMHhhQ
7CoU1thk-BQ,516,269,119,1.370610296624616,2.6944237918215617,2.5483271375464684,2.79182156133829,4.910983049576708,4.336134453781512,29.739776951672862,58.513011152416354,18.66171003717472,22.82527881040892,65.98513011152416,11.71003717472119,22.30483271375465,53.53159851301115,23.296158612143742,23.172242874845104,UCDCNmuaOXOo25Yn4mbMHhhQ
z2Q_t4QXQd8,491,259,102,1.485439618416173,2.386872586872587,2.2413127413127416,2.483912483912484,4.262467348020289,4.813725490196078,25.482625482625483,65.32818532818533,18.223938223938223,16.44787644787645,72.3938223938224,11.583011583011583,16.023166023166024,60.617760617760624,22.651222651222653,16.73101673101673,UCDCNmuaOXOo25Yn4mbMHhhQ
Kvq72VpbxR0,510,257,88,1.4003979321898392,2.4638132295719846,2.3715953307392996,2.5252918287937742,5.202629642730811,5.795454545454546,31.1284046692607,63.57976653696498,18.054474708171206,18.365758754863812,68.28793774319067,13.229571984435797,18.482490272373543,60.440985732814525,21.271076523994815,18.287937743190664,UCDCNmuaOXOo25Yn4mbMHhhQ
9qxnwJNAl5c,441,223,73,1.3913704452822273,2.476233183856502,2.3004484304932737,2.593423019431988,4.689683199213712,6.041095890410959,27.802690582959645,64.12556053811659,17.04035874439462,18.83408071748879,71.30044843049328,10.986547085201794,17.713004484304932,59.342301943198805,21.076233183856502,19.581464872944693,UCDCNmuaOXOo25Yn4mbMHhhQ
XkHynjMZegg,563,274,101,1.4567126432239519,2.626277372262774,2.576642335766423,2.6593673965936744,4.598563460287635,5.574257425742574,27.37226277372263,60.72992700729927,16.05839416058394,23.21167883211679,64.5985401459854,11.496350364963504,23.905109489051096,58.15085158150851,19.099756690997566,22.749391727493915,UCDCNmuaOXOo25Yn4mbMHhhQ
O6xElfBOLLY,476,269,96,1.3993951265120557,2.662453531598513,2.578066914498141,2.7187112763320944,4.82444634448575,4.958333333333333,28.99628252788104,59.702602230483265,18.215613382899626,22.0817843866171,64.31226765799256,12.267657992565056,23.42007434944238,56.62949194547708,22.18091697645601,21.18959107806692,UCDCNmuaOXOo25Yn4mbMHhhQ
Gm56gmTubMs,440,261,69,1.284590381760919,2.8597701149425285,2.6915708812260535,2.971902937420179,6.30560019990005,6.3768115942028984,37.93103448275862,54.25287356321839,20.383141762452105,25.363984674329505,60.34482758620689,16.091954022988507,23.563218390804597,50.191570881226056,23.243933588761173,26.56449553001277,UCDCNmuaOXOo25Yn4mbMHhhQ
bDI486j6WQs,435,226,81,1.1682112903470723,2.656637168141593,2.586283185840708,2.7035398230088497,5.296812848246477,5.37037037037037,31.858407079646017,59.557522123893804,18.4070796460177,22.035398230088493,63.93805309734513,13.053097345132743,23.008849557522126,56.637168141592916,21.976401179941004,21.386430678466077,UCDCNmuaOXOo25Yn4mbMHhhQ
Au4_frl4Rco,455,270,63,1.4072977957618036,2.5244444444444443,2.3759259259259258,2.623456790123457,5.0952222222222225,7.222222222222222,30.0,61.18518518518519,20.37037037037037,18.444444444444443,67.22222222222223,15.0,17.77777777777778,57.160493827160494,23.950617283950617,18.88888888888889,UCDCNmuaOXOo25Yn4mbMHhhQ
GXEKwIGKZoI,48,41,3,1.5617491590581452,2.5365853658536586,2.1341463414634143,2.8048780487804876,6.570429268292683,16.0,36.58536585365854,60.48780487804878,20.975609756097562,18.536585365853657,73.17073170731707,13.414634146341463,13.414634146341465,52.03252032520325,26.016260162601625,21.95121951219512,UCDCNmuaOXOo25Yn4mbMHhhQ
oKZ2Ja1ZUFA,412,254,70,1.463302723851215,2.547244094488189,2.3543307086614176,2.675853018372704,5.327325129358831,5.885714285714286,31.88976377952756,60.62992125984252,20.708661417322837,18.661417322834644,67.1259842519685,15.94488188976378,16.92913385826772,56.2992125984252,23.884514435695536,19.816272965879264,UCDCNmuaOXOo25Yn4mbMHhhQ
fYKz1IaxN2A,448,257,78,1.3768787176545592,2.666147859922179,2.5836575875486383,2.7211413748378726,5.507255592138082,5.743589743589744,33.07392996108949,59.8443579766537,17.509727626459146,22.64591439688716,64.2023346303502,12.2568093385214,23.540856031128406,56.9390402075227,21.011673151750976,22.04928664072633,UCDCNmuaOXOo25Yn4mbMHhhQ
ZiWLfgcYjOk,515,269,74,1.44614014555972,2.634200743494424,2.5501858736059484,2.6902106567534076,5.334594393650157,6.95945945945946,31.59851301115242,58.88475836431226,21.2639405204461,19.851301115241636,63.940520446096656,15.427509293680298,20.631970260223046,55.51425030978934,25.154894671623296,19.33085501858736,UCDCNmuaOXOo25Yn4mbMHhhQ
Khxt94E8k4U,293,148,32,2.2300143790519913,2.3702702702702703,2.2263513513513513,2.4662162162162162,5.575231081081082,9.15625,32.432432432432435,66.62162162162163,15.135135135135135,18.243243243243246,72.63513513513513,10.81081081081081,16.554054054054053,62.61261261261261,18.01801801801802,19.369369369369366,UCDCNmuaOXOo25Yn4mbMHhhQ
alJed4Dadu8,919,432,164,1.225127712885022,2.638425925925926,2.4837962962962963,2.7415123456790127,5.431622018970191,5.603658536585366,32.63888888888889,59.16666666666667,20.37037037037037,20.462962962962965,66.08796296296296,14.12037037037037,19.791666666666668,54.55246913580247,24.537037037037038,20.910493827160494,UCDCNmuaOXOo25Yn4mbMHhhQ
U-8sZWQ7AxE,36,30,2,0.958138473822288,2.3733333333333335,2.0999999999999996,2.555555555555556,6.156133333333333,18.0,33.33333333333333,63.33333333333332,23.333333333333336,13.333333333333332,73.33333333333333,13.333333333333334,13.333333333333334,56.666666666666664,29.999999999999996,13.333333333333334,UCDCNmuaOXOo25Yn4mbMHhhQ
6_77CGw9yLE,317,200,35,1.3363922537516275,2.471,2.275,2.6016666666666666,5.7388842857142865,9.057142857142857,33.5,61.7,20.4,17.9,68.5,16.5,15.0,57.166666666666664,23.0,19.833333333333332,UCDCNmuaOXOo25Yn4mbMHhhQ
jUBizaj-dZg,450,275,84,1.2344949211322274,2.688727272727273,2.6254545454545455,2.730909090909091,5.663023376623377,5.357142857142857,34.18181818181818,59.34545454545455,17.454545454545453,23.200000000000003,63.09090909090909,13.818181818181817,23.09090909090909,56.848484848484844,19.878787878787875,23.272727272727273,UCDCNmuaOXOo25Yn4mbMHhhQ
cLtJ-F0Fj9A,516,281,89,1.297568770688278,2.585053380782918,2.469750889679715,2.6619217081850537,5.232479571354313,5.797752808988764,31.316725978647685,60.1423487544484,20.427046263345197,19.430604982206404,66.90391459074733,12.989323843416368,20.106761565836297,55.63463819691577,25.38552787663108,18.979833926453146,UCDCNmuaOXOo25Yn4mbMHhhQ
DhC8v3ghz2U,314,186,51,1.0747688577507506,2.791397849462366,2.698924731182796,2.8530465949820787,5.8233911448450355,6.1568627450980395,34.946236559139784,56.23655913978495,19.247311827956988,24.516129032258064,59.946236559139784,16.93548387096774,23.118279569892472,53.763440860215056,20.78853046594982,25.448028673835125,UCDCNmuaOXOo25Yn4mbMHhhQ
FIAfVquKgEU,489,266,85,1.277637248274475,2.532330827067669,2.443609022556391,2.5914786967418544,5.271661671826625,5.752941176470588,31.57894736842105,63.23308270676692,16.315789473684212,20.451127819548873,66.91729323308272,13.533834586466163,19.54887218045113,60.77694235588972,18.170426065162907,21.052631578947366,UCDCNmuaOXOo25Yn4mbMHhhQ
8EnJ4J7UWi8,76,44,9,0.6755516138754838,1.9,1.8181818181818183,1.9545454545454544,2.2131626262626263,8.444444444444445,11.363636363636363,78.18181818181817,10.909090909090908,10.90909090909091,81.81818181818183,6.8181818181818175,11.363636363636365,75.75757575757575,13.636363636363637,10.606060606060606,UCDCNmuaOXOo25Yn4mbMHhhQ
WFyl9nlH8Fg,41,35,5,1.4817212869807752,2.234285714285714,2.157142857142857,2.285714285714286,4.4670057142857145,8.2,25.71428571428571,69.71428571428571,15.428571428571429,14.857142857142858,75.71428571428572,8.571428571428571,15.714285714285714,65.71428571428571,20.0,14.285714285714285,UCDCNmuaOXOo25Yn4mbMHhhQ
