videoId,totalWords,totalUniqueWords,totalSentences,avgSyllPerSec,avgCEFRScore,readability,uncommonRatio,A1ratio,A2ratio,B1ratio,B2ratio,C1ratio,C2ratio,Nratio
D_SqUf_psRw,280,146,51,1.934733065024487,2.4232876712328766,4.814642492613484,28.767123287671232,50.821917808219176,14.246575342465754,9.863013698630137,6.8493150684931505,3.287671232876712,0.0,14.931506849315069
p5TycKJ3JZg,243,141,40,2.391242349121384,2.643971631205674,5.34068170212766,31.914893617021278,49.50354609929078,12.76595744680851,7.943262411347517,5.390070921985815,2.4113475177304964,0.0,21.98581560283688
c7ZBniBwMUw,976,406,120,1.8619938341139495,2.7354679802955664,6.39272367816092,37.93103448275862,42.01970443349754,15.41871921182266,11.67487684729064,7.783251231527094,4.088669950738916,0.049261083743842374,18.96551724137931
7ZQqwzSDgfo,428,217,63,2.389153144549608,2.395391705069124,4.775628673835126,28.110599078341014,51.88940092165898,13.640552995391705,8.755760368663594,8.663594470046084,2.857142857142857,0.0,14.193548387096774
fKqIPMcnAm4,161,103,36,2.156017248137985,2.380582524271845,5.893958144552321,35.92233009708738,52.62135922330098,12.815533980582524,11.067961165048544,5.825242718446602,2.7184466019417477,0.0,14.951456310679612
IlGOjre-y1s,254,154,34,2.0888315995704927,2.3740259740259737,4.779437280366693,27.92207792207792,51.16883116883116,14.155844155844155,11.298701298701298,6.753246753246754,2.7272727272727275,0.0,13.896103896103895
dJsCApZVXig,263,148,44,2.103161430645216,2.383783783783784,5.417553808353809,32.432432432432435,54.18918918918919,13.108108108108107,7.972972972972974,5.9459459459459465,2.4324324324324325,0.0,16.35135135135135
TIhRxAUZt2s,503,211,75,2.0980216773650437,2.233175355450237,4.074356827804108,23.696682464454977,56.018957345971565,13.459715639810426,9.289099526066352,5.971563981042654,2.938388625592417,0.0,12.322274881516588
3GWbBTGTgnQ,210,130,32,2.2194951723499186,2.3461538461538463,4.941038461538462,29.230769230769234,55.38461538461539,11.23076923076923,9.384615384615385,6.76923076923077,1.846153846153846,0.0,15.384615384615385
xrl2HKCeH4c,171,118,25,1.2719128463197478,2.6203389830508477,4.888925016949153,28.8135593220339,49.66101694915254,11.016949152542372,10.338983050847457,5.932203389830509,2.7118644067796613,0.0,20.33898305084746
T8g4xsATpMA,769,314,111,2.546191878720337,2.6197452229299367,5.975727136053251,35.6687898089172,46.62420382165605,14.522292993630574,9.872611464968154,7.070063694267516,3.0573248407643314,0.0,18.85350318471338
EeeI-AQKYl0,169,85,31,1.7543986834760297,2.581176470588235,5.84334117647059,35.294117647058826,52.47058823529412,10.35294117647059,8.470588235294118,4.705882352941177,3.294117647058823,0.0,20.70588235294118
kY8Ne1f_EJk,286,163,36,1.8406925445545823,2.4220858895705524,5.140731561008861,30.061349693251532,51.65644171779141,13.865030674846626,8.957055214723926,7.2392638036809815,2.699386503067485,0.0,15.58282208588957
12QHp2D8kCc,144,93,16,1.755555463545312,2.3741935483870966,5.539948387096774,32.25806451612903,57.41935483870968,10.96774193548387,6.666666666666667,4.946236559139785,1.7204301075268817,0.0,18.27956989247312
iyZlShLUb3Q,437,207,72,2.422951402671533,2.3990338164251206,4.877856038647343,28.985507246376812,51.01449275362319,13.526570048309178,11.884057971014492,6.570048309178745,2.1256038647342996,0.19323671497584544,14.68599033816425
98TRbcIb4kU,319,178,62,1.8448767644262412,2.804494382022472,6.376042696629214,38.764044943820224,46.29213483146068,11.685393258426966,7.752808988764046,7.865168539325842,2.359550561797753,0.0,24.044943820224717
KTsBSRn2GcQ,505,233,108,2.774804321254774,2.4420600858369097,4.365788586870132,26.180257510729614,47.811158798283266,13.991416309012877,13.047210300429185,9.09871244635193,3.4334763948497855,0.0,12.618025751072961
PAaYVm8_rdA,224,148,26,2.06809751661963,2.532432432432432,5.548404158004159,32.432432432432435,47.16216216216216,17.56756756756757,8.513513513513512,6.216216216216216,2.7027027027027026,0.0,17.837837837837835
iEUuJNK2RsE,232,120,36,2.233859566822719,2.4466666666666668,5.1882277777777785,30.833333333333336,57.00000000000001,9.5,6.833333333333333,5.166666666666667,1.5000000000000002,0.0,20.0
CVx7ErCYaHQ,320,162,54,2.1695108051270173,2.6246913580246916,5.167382716049383,30.864197530864196,45.80246913580247,15.679012345679011,9.62962962962963,6.666666666666667,3.580246913580247,0.0,18.641975308641975
fqJwbRus80s,148,104,23,2.0239493053239457,2.7519230769230765,5.784934448160535,34.61538461538461,45.769230769230774,13.653846153846153,8.269230769230768,6.730769230769231,3.076923076923077,0.0,22.499999999999996
UqOfZ2j8p5A,279,127,59,2.2470906456826545,2.1196850393700783,3.591478286400641,21.25984251968504,60.629921259842526,13.070866141732285,7.4015748031496065,4.409448818897638,1.574803149606299,0.0,12.913385826771654
t_Q-sfmcpjA,555,304,95,2.1072719301800396,2.8039473684210523,6.3668407894736845,38.48684210526316,42.10526315789473,14.802631578947366,9.93421052631579,8.355263157894736,3.3552631578947367,0.0,21.44736842105263
aUlxloSgdJs,180,120,23,2.029334040786513,2.3983333333333334,5.5199239130434785,32.5,53.333333333333336,12.333333333333334,8.5,7.333333333333333,4.0,0.0,14.499999999999998
6Sw4YjI5MSI,600,286,83,2.476034893626199,2.6223776223776225,5.713903867217121,33.91608391608392,44.61538461538461,16.083916083916083,10.34965034965035,7.6923076923076925,3.916083916083916,0.0,17.342657342657343
f8MVqMscy3o,203,126,46,1.989408501218863,2.6015873015873017,4.730315527950311,28.57142857142857,50.79365079365079,9.365079365079366,8.73015873015873,9.523809523809524,3.1746031746031744,0.15873015873015872,18.253968253968253
L6AC-2qoqzs,184,119,31,2.0403302635757385,2.4722689075630253,4.275072268907563,25.210084033613445,52.77310924369748,10.92436974789916,9.747899159663866,6.218487394957983,3.5294117647058822,0.16806722689075632,16.638655462184875
tF67L-3p8E0,197,110,27,1.891081807048762,2.54,6.534350841750843,39.09090909090909,47.27272727272727,16.0,9.636363636363637,6.909090909090909,2.909090909090909,0.0,17.272727272727273
QVJo4wgjZOM,327,173,47,2.578110024918535,2.3641618497109826,5.3650315582339205,31.79190751445087,52.138728323699425,13.641618497109828,10.751445086705203,6.589595375722544,2.8901734104046244,0.0,13.98843930635838
vjzw8tKvtjo,931,384,122,2.1263768978862756,2.98125,6.710952834699455,40.10416666666667,38.75,12.5,11.822916666666666,9.0625,4.53125,0.0,23.333333333333332
Cd4Ok3f4hqo,719,341,102,2.3378920208835536,2.61524926686217,5.998839583692716,35.77712609970675,45.219941348973606,15.36656891495601,10.557184750733137,7.9178885630498534,3.401759530791789,0.0,17.5366568914956
G73P83gw6uI,840,357,121,2.364544602560434,2.683473389355742,6.624946825010997,39.77591036414566,43.24929971988796,15.742296918767506,10.700280112044819,8.067226890756302,4.201680672268908,0.0,18.039215686274513
-99eJvihT34,720,350,100,2.307724149350112,2.7085714285714286,6.221977142857144,37.142857142857146,44.51428571428572,12.8,12.171428571428573,7.6,3.6571428571428575,0.05714285714285715,19.2
A_f19FMHEjw,127,99,6,1.9365770999757932,2.8585858585858586,8.546129292929294,47.474747474747474,32.72727272727273,19.595959595959595,14.34343434343434,12.525252525252526,4.040404040404041,0.0,16.76767676767677
90nsRq9qkaQ,244,129,57,1.685427967724796,2.353488372093023,4.374028233374134,26.356589147286826,56.58914728682171,9.767441860465116,7.596899224806202,8.372093023255815,3.10077519379845,0.0,14.573643410852712
n1AYIBGAgU4,3407,981,456,2.070941667246635,3.2265035677879714,7.90343000160953,47.706422018348626,29.806320081549437,15.43323139653415,13.65953109072375,10.234454638124364,5.137614678899082,0.020387359836901122,25.708460754332314
Rhoe_tqLsP8,1193,528,149,2.1879197956648824,2.9863636363636363,6.946394249542404,41.47727272727273,38.63636363636363,14.84848484848485,10.340909090909092,6.969696969696969,3.8257575757575752,0.03787878787878788,25.340909090909093
a99Kwug-m28,585,264,91,2.137367886016856,2.5984848484848486,5.701811688311688,34.090909090909086,49.015151515151516,13.712121212121215,9.393939393939394,4.924242424242424,2.196969696969697,0.0,20.757575757575754
fF5nEVH86fg,2066,699,405,2.123885916224758,2.9928469241773965,6.984666442007101,42.63233190271817,35.851216022889844,15.050071530758228,12.646638054363377,9.55650929899857,4.206008583690987,0.028612303290414882,22.660944206008583
